ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,BottleId,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-SOP-019-5084,WO-6666,2025-09-11,Shift 3,ISBM-008,M-SOP-019,FR-019-PETG-750,12772,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2025-09-12 07:10:26.750,—,Elena Santos
LOTE-M-SOP-019-5085,WO-6669,2025-09-12,Shift 2,ISBM-008,M-SOP-019,FR-019-PVC-750,19995,M,315,0,3,29,32,Conforming,Approved,Approved,Approved - First Pass,2025-09-13 23:20:48.374,—,Diogo Ferreira
LOTE-M-SOP-016-5086,WO-6672,2025-09-15,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,20393,M,315,1,7,17,25,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-09-16 06:59:56.992,Leakage:1(Re=1),Ana Silva
LOTE-M-SOP-016-5087,WO-6675,2025-09-17,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,26180,M,315,0,3,12,15,Conforming,Approved,Approved,Approved - First Pass,2025-09-18 17:52:09.283,—,Elena Santos
LOTE-M-SOP-019-5088,WO-6676,2025-09-18,Shift 1,ISBM-008,M-SOP-019,FR-019-PET-750,5292,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-09-19 14:53:56.894,—,Carlos Mendes
LOTE-M-SOP-016-5089,WO-6679,2025-09-20,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,25996,M,315,0,2,23,25,Conforming,Approved,Approved,Approved - First Pass,2025-09-21 08:14:30.370,—,Carlos Mendes
LOTE-M-SOP-022-5090,WO-6681,2025-09-21,Shift 2,ISBM-008,M-SOP-022,FR-022-PP-1000,11629,M,315,0,6,9,15,Conforming,Approved,Approved,Approved - First Pass,2025-09-23 01:55:16.070,—,Beatriz Costa
LOTE-M-SOP-022-5091,WO-6684,2025-09-24,Shift 3,ISBM-008,M-SOP-022,FR-022-PETG-1000,15512,M,315,0,1,8,9,Conforming,Approved,Approved,Approved - First Pass,2025-09-25 19:36:32.874,—,Diogo Ferreira
LOTE-M-SOP-019-5092,WO-6685,2025-09-25,SHIFT 3,ISBM-008,M-SOP-019,FR-019-PET-600,8639,L,200,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2025-09-26 00:56:17.868,—,Ana Silva
LOTE-M-SOP-016-5093,WO-6687,2025-09-26,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,13560,M,315,1,2,12,15,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-09-28 01:10:17.481,Leakage:1(Re=1),Elena Santos
LOTE-M-SOP-016-5094,WO-6689,2025-09-27,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,15176,M,315,0,3,26,29,Conforming,Approved,Approved,Approved - First Pass,2025-09-29 07:27:40.815,—,Elena Santos
LOTE-M-SOP-016-5095,WO-6690,2025-09-28,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,5749,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-09-29 23:38:59.846,—,Carlos Mendes
LOTE-M-SOP-019-5096,WO-6693,2025-09-30,Shift 2,ISBM-008,M-SOP-019,FR-019-PETG-750,25926,M,315,0,6,10,16,Conforming,Approved,Approved,Approved - First Pass,2025-10-01 10:25:52.016,—,Diogo Ferreira
LOTE-M-SOP-022-5097,WO-6696,2025-10-02,Shift 3,ISBM-008,M-SOP-022,FR-022-PP-PCR-1000,11541,M,315,1,1,10,12,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-10-02 15:56:23.802,Leakage:1(Re=1),Beatriz Costa
LOTE-M-SOP-016-5098,WO-6697,2025-10-02,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,7307,L,200,0,2,1,3,Conforming,Approved,Approved,Approved - First Pass,2025-10-03 08:43:35.476,—,Ana Silva
LOTE-M-SOP-022-5099,WO-6700,2025-10-04,Shift 2,ISBM-008,M-SOP-022,FR-022-HDPE-PCR-1000,17738,M,315,0,8,9,17,Conforming,Approved,Approved,Approved - First Pass,2025-10-05 07:32:51.853,—,Carlos Mendes
LOTE-M-SOP-022-5100,WO-6701,2025-10-05,Shift 3,ISBM-008,M-SOP-022,FR-022-PP-PCR-1000,5779,L,200,0,4,3,7,Conforming,Approved,Approved,Approved - First Pass,2025-10-06 18:30:28.284,—,Beatriz Costa
LOTE-M-SOP-022-5101,WO-6703,2025-10-06,Shift 1,ISBM-008,M-SOP-022,FR-022-PET-1000,7520,L,200,0,2,15,17,Conforming,Approved,Approved,Approved - First Pass,2025-10-07 00:48:30.510,—,Elena Santos
LOTE-M-SOP-019-5102,WO-6705,2025-10-07,Shift 2,ISBM-008,M-SOP-019,FR-019-HDPE-750,15832,M,315,0,2,11,13,Conforming,Approved,Approved,Approved - First Pass,2025-10-08 13:41:55.440,—,Elena Santos
LOTE-M-SOP-022-5103,WO-6706,2025-10-08,Shift 1,ISBM-008,M-SOP-022,FR-022-PET-1000,8996,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-10-09 17:20:42.460,—,Carlos Mendes
LOTE-M-SOP-016-5104,WO-6708,2025-10-10,shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,16792,M,315,0,8,11,19,Conforming,Approved,Approved,Approved - First Pass,2025-10-10 21:48:18.735,—,Diogo Ferreira
LOTE-M-SOP-019-5105,WO-6710,2025-10-11,Shift 1,ISBM-008,M-SOP-019,FR-019-MDPE-750,11834,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2025-10-12 12:19:59.423,—,Elena Santos
LOTE-M-SOP-016-5106,WO-6711,2025-10-11,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,5378,L,200,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-10-12 19:49:44.437,—,Beatriz Costa
LOTE-M-SOP-019-5107,WO-6713,2025-10-13,  Shift 1  ,ISBM-008,M-SOP-019,FR-019-HDPE-PCR-750,17252,M,315,0,5,5,10,Conforming,Approved,Approved,Approved - First Pass,2025-10-14 12:23:45.124,—,Beatriz Costa
LOTE-M-SOP-016-5108,WO-6714,2025-10-13,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,8122,L,200,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2025-10-14 16:26:12.670,—,Carlos Mendes
LOTE-M-SOP-016-5109,WO-6715,2025-10-14,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,8941,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-10-15 22:36:33.823,—,Beatriz Costa
LOTE-M-SOP-022-5110,WO-6716,2025-10-15,Shift 1,ISBM-008,M-SOP-022,FR-022-PP-PCR-1000,4613,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-10-16 20:36:41.339,—,Ana Silva
LOTE-M-SOP-019-5111,WO-6717,2025-10-16,Shift 3,ISBM-008,M-SOP-019,FR-019-HDPE-PCR-750,5276,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-10-17 06:39:36.652,—,Ana Silva
LOTE-M-SOP-022-5112,WO-6718,2025-10-16,Shift 3,ISBM-008,M-SOP-022,FR-022-HDPE-PCR-1000,4899,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-10-17 13:27:27.994,—,Diogo Ferreira
LOTE-M-SOP-019-5113,WO-6721,2025-10-18,Shift 1,ISBM-008,M-SOP-019,FR-019-rPET-600,24302,M,315,0,10,3,13,Conforming,Approved,Approved,Approved - First Pass,2025-10-19 16:08:38.705,—,Ana Silva
LOTE-M-SOP-022-5114,WO-6723,2025-10-19,Shift 2,ISBM-008,M-SOP-022,FR-022-MDPE-1000,7738,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-10-20 20:57:47.307,—,Ana Silva
LOTE-M-SOP-019-5115,WO-6724,2025-10-20,Shift 1,ISBM-008,M-SOP-019,FR-019-MDPE-750,4309,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2025-10-21 16:29:05.409,—,Beatriz Costa
LOTE-M-SOP-019-5116,WO-6726,2025-10-21,shift 3,ISBM-008,M-SOP-019,FR-019-PP-750,15360,M,315,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2025-10-23 08:10:22.428,—,Ana Silva
LOTE-M-SOP-022-5117,WO-6729,2025-10-24,Shift 1,ISBM-008,M-SOP-022,FR-022-PETG-1000,19523,M,315,0,0,12,12,Conforming,Approved,Approved,Approved - First Pass,2025-10-25 07:19:35.581,—,Beatriz Costa
LOTE-M-SOP-019-5118,WO-6731,2025-10-25,Shift 1,ISBM-008,M-SOP-019,FR-019-PET-600,18234,M,315,0,4,7,11,Conforming,Approved,Approved,Approved - First Pass,2025-10-26 15:21:58.676,—,Beatriz Costa
LOTE-M-SOP-019-5119,WO-6733,2025-10-27,Shift 3,ISBM-008,M-SOP-019,FR-019-MDPE-750,20540,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2025-10-28 01:51:22.441,—,Beatriz Costa
LOTE-M-SOP-016-5120,WO-6736,2025-10-29,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,21864,M,315,1,4,7,12,Conforming,Rejected,Approved,Approved - Released on Deviation,2025-10-30 21:30:28.594,—,Elena Santos
LOTE-M-SOP-022-5121,WO-6738,2025-10-30,Shift 2,ISBM-008,M-SOP-022,FR-022-PETG-1000,12731,M,315,0,3,14,17,Conforming,Approved,Approved,Approved - First Pass,2025-11-01 06:12:22.611,—,Ana Silva
LOTE-M-SOP-019-5122,WO-6740,2025-11-01,Shift 3,ISBM-008,M-SOP-019,FR-019-PETG-750,16144,M,315,0,1,13,14,Conforming,Approved,Approved,Approved - First Pass,2025-11-02 08:26:14.641,—,Diogo Ferreira
LOTE-M-SOP-016-5123,WO-6743,2025-11-03,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,26312,M,315,0,2,8,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-04 10:00:41.941,—,Beatriz Costa
LOTE-M-SOP-022-5124,WO-6746,2025-11-05,Shift 1,ISBM-008,M-SOP-022,FR-022-PP-PCR-1000,21772,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2025-11-06 17:05:40.278,—,Diogo Ferreira
LOTE-M-SOP-022-5125,WO-6749,2025-11-07,shift 1,ISBM-008,M-SOP-022,FR-022-PET-1000,14601,M,315,0,7,17,24,Conforming,Approved,Approved,Approved - First Pass,2025-11-08 15:04:56.635,—,Elena Santos
LOTE-M-SOP-022-5126,WO-6750,2025-11-08,Shift 3,ISBM-008,M-SOP-022,FR-022-PP-PCR-1000,8562,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-11-09 00:31:45.880,—,Elena Santos
LOTE-M-SOP-016-5127,WO-6753,2025-11-10,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,19621,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2025-11-11 01:47:04.049,—,Carlos Mendes
LOTE-M-SOP-019-5128,WO-6755,2025-11-11,Shift 1,ISBM-008,M-SOP-019,FR-019-MDPE-750,14503,M,315,0,3,8,11,Conforming,Approved,Approved,Approved - First Pass,2025-11-12 18:27:28.944,—,Elena Santos
LOTE-M-SOP-016-5129,WO-6756,2025-11-12,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,6288,L,200,0,0,7,7,Conforming,Approved,Approved,Approved - First Pass,2025-11-12 23:13:43.146,—,Diogo Ferreira
LOTE-M-SOP-019-5130,WO-6757,2025-11-12,Shift 2,ISBM-008,M-SOP-019,FR-019-PET-600,11244,M,315,0,0,19,19,Conforming,Approved,Approved,Approved - First Pass,2025-11-14 00:25:44.504,—,Carlos Mendes
LOTE-M-SOP-019-5131,WO-6758,2025-11-13,Shift 2,ISBM-008,M-SOP-019,FR-019-PVC-750,4373,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-11-14 23:31:40.566,—,Beatriz Costa
LOTE-M-SOP-016-5132,WO-6759,2025-11-14,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,7802,L,200,0,2,11,13,Conforming,Approved,Approved,Approved - First Pass,2025-11-15 12:38:33.289,—,Diogo Ferreira
LOTE-M-SOP-019-5133,WO-6761,2025-11-15,Shift 2,ISBM-008,M-SOP-019,FR-019-rPET-750,13178,M,315,0,0,12,12,Conforming,Approved,Approved,Approved - First Pass,2025-11-17 07:01:43.159,—,Beatriz Costa
LOTE-M-SOP-016-5134,WO-6763,2025-11-17,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,14392,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-18 12:14:20.011,—,Carlos Mendes
LOTE-M-SOP-016-5135,WO-6765,2025-11-18,shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,16067,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-19 09:53:47.873,—,Carlos Mendes
LOTE-M-SOP-022-5136,WO-6766,2025-11-19,Shift 1,ISBM-008,M-SOP-022,FR-022-MDPE-1000,1827,L,200,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2025-11-20 08:09:12.401,—,Diogo Ferreira
LOTE-M-SOP-019-5137,WO-6767,2025-11-20,Shift 3,ISBM-008,M-SOP-019,FR-019-HDPE-PCR-750,9876,L,200,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2025-11-21 02:20:32.518,—,Carlos Mendes
LOTE-M-SOP-019-5138,WO-6770,2025-11-22,Shift 3,ISBM-008,M-SOP-019,FR-019-HDPE-600,20944,M,315,0,3,8,11,Conforming,Approved,Approved,Approved - First Pass,2025-11-23 07:07:50.352,—,Beatriz Costa
LOTE-M-SOP-022-5139,WO-6772,2025-11-23,Shift 1,ISBM-008,M-SOP-022,FR-022-MDPE-1000,12463,M,315,0,4,6,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-24 12:50:28.601,—,Elena Santos
LOTE-M-SOP-019-5140,WO-6774,2025-11-24,Shift 2,ISBM-008,M-SOP-019,FR-019-PET-600,20197,M,315,0,6,21,27,Conforming,Approved,Approved,Approved - First Pass,2025-11-26 03:15:08.774,—,Elena Santos
LOTE-M-SOP-022-5141,WO-6775,2025-11-25,shift 1,ISBM-008,M-SOP-022,FR-022-MDPE-1000,3416,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-11-26 20:06:41.453,—,Carlos Mendes
LOTE-M-SOP-016-5142,WO-6778,2025-11-27,shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,23205,M,315,0,3,8,11,Conforming,Approved,Approved,Approved - First Pass,2025-11-28 17:44:04.921,—,Elena Santos
LOTE-M-SOP-016-5143,WO-6780,2025-11-29,shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,9369,L,200,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2025-11-30 08:54:39.316,—,Carlos Mendes
LOTE-M-SOP-019-5144,WO-6781,2025-11-29,Shift 3,ISBM-008,M-SOP-019,FR-019-rPET-750,9232,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-01 06:41:38.299,—,Ana Silva
LOTE-M-SOP-016-5145,WO-6783,2025-12-01,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,15153,M,315,0,2,13,15,Conforming,Approved,Approved,Approved - First Pass,2025-12-02 23:36:25.113,—,Diogo Ferreira
LOTE-M-SOP-016-5146,WO-6784,2025-12-02,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,8584,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-03 03:50:38.003,—,Diogo Ferreira
LOTE-M-SOP-022-5147,WO-6787,2025-12-04,Shift 3,ISBM-008,M-SOP-022,FR-022-PVC-1000,13108,M,315,1,1,14,16,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-05 01:15:39.785,Leakage:1(Re=1),Carlos Mendes
LOTE-M-SOP-016-5148,WO-6790,2025-12-06,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,23477,M,315,0,2,21,23,Conforming,Approved,Approved,Approved - First Pass,2025-12-07 00:09:24.260,—,Diogo Ferreira
LOTE-M-SOP-019-5149,WO-6792,2025-12-07,Shift 2,ISBM-008,M-SOP-019,FR-019-PP-750,18789,M,315,0,4,5,9,Conforming,Approved,Approved,Approved - First Pass,2025-12-09 03:48:24.871,—,Elena Santos
LOTE-M-SOP-022-5150,WO-6795,2025-12-10,Shift 3,ISBM-008,M-SOP-022,FR-022-PVC-1000,18435,M,315,0,2,10,12,Conforming,Approved,Approved,Approved - First Pass,2025-12-11 11:10:11.714,—,Ana Silva
LOTE-M-SOP-016-5151,WO-6798,2025-12-12,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,18017,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-13 09:29:50.633,—,Carlos Mendes
LOTE-M-SOP-019-5152,WO-6801,2025-12-14,Shift 3,ISBM-008,M-SOP-019,FR-019-PET-750,23688,M,315,0,3,12,15,Conforming,Approved,Approved,Approved - First Pass,2025-12-14 21:16:15.471,—,Diogo Ferreira
LOTE-M-SOP-022-5153,WO-6802,2025-12-14,Shift 2,ISBM-008,M-SOP-022,FR-022-rPET-1000,6613,L,200,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2025-12-15 23:42:33.682,—,Ana Silva
LOTE-M-SOP-022-5154,WO-6804,2025-12-15,SHIFT 3,ISBM-008,M-SOP-022,FR-022-PETG-1000,7350,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2025-12-16 20:49:30.592,—,Ana Silva
LOTE-M-SOP-019-5155,WO-6805,2025-12-16,Shift 1,ISBM-008,M-SOP-019,FR-019-PET-600,9441,L,200,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-17 16:15:43.871,—,Ana Silva
LOTE-M-SOP-019-5156,WO-6807,2025-12-17,Shift 2,ISBM-008,M-SOP-019,FR-019-rPET-600,13307,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2025-12-19 06:19:20.257,—,Diogo Ferreira
LOTE-M-SOP-022-5157,WO-6808,2025-12-18,Shift 2,ISBM-008,M-SOP-022,FR-022-PETG-1000,3536,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2025-12-19 21:30:58.550,—,Carlos Mendes
LOTE-M-SOP-019-5158,WO-6810,2025-12-19,Shift 2,ISBM-008,M-SOP-019,FR-019-PP-750,13987,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2025-12-21 12:36:17.700,—,Elena Santos
LOTE-M-SOP-022-5159,WO-6811,2025-12-20,Shift 2,ISBM-008,M-SOP-022,FR-022-PET-1000,6718,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-12-21 16:35:59.021,—,Ana Silva
LOTE-M-SOP-016-5160,WO-6814,2025-12-22,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,15694,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-23 11:22:37.420,—,Elena Santos
LOTE-M-SOP-022-5161,WO-6816,2025-12-23,Shift 2,ISBM-008,M-SOP-022,FR-022-rPET-1000,10271,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-24 14:57:17.396,—,Diogo Ferreira
LOTE-M-SOP-019-5162,WO-6818,2025-12-24,  Shift 3  ,ISBM-008,M-SOP-019,FR-019-PP-750,10893,M,315,0,0,14,14,Conforming,Approved,Approved,Approved - First Pass,2025-12-25 22:36:10.694,—,Beatriz Costa
LOTE-M-SOP-019-5163,WO-6820,2025-12-26,Shift 1,ISBM-008,M-SOP-019,FR-019-PVC-750,10991,M,315,0,0,7,7,Conforming,Approved,Approved,Approved - First Pass,2025-12-27 15:23:36.185,—,Diogo Ferreira
LOTE-M-SOP-022-5164,WO-6822,2025-12-27,Shift 2,ISBM-008,M-SOP-022,FR-022-HDPE-PCR-1000,13285,M,315,0,1,17,18,Conforming,Approved,Approved,Approved - First Pass,2025-12-28 19:00:03.991,—,Diogo Ferreira
LOTE-M-SOP-019-5165,WO-6823,2025-12-28,Shift 1,ISBM-008,M-SOP-019,FR-019-PET-750,5355,L,200,0,0,9,9,Conforming,Approved,Approved,Approved - First Pass,2025-12-29 07:32:10.108,—,Carlos Mendes
LOTE-M-SOP-016-5166,WO-6826,2025-12-30,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,24306,M,315,1,3,7,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-31 14:53:31.261,Leakage:1(Re=1),Diogo Ferreira
LOTE-M-SOP-022-5167,WO-6829,2026-01-01,Shift 1,ISBM-008,M-SOP-022,FR-022-PET-1000,15543,M,315,1,4,20,25,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-02 05:57:07.811,Leakage:1(Re=1),Diogo Ferreira
LOTE-M-SOP-022-5168,WO-6830,2026-01-02,Shift 3,ISBM-008,M-SOP-022,FR-022-PP-1000,8160,L,200,0,4,11,15,Conforming,Approved,Approved,Approved - First Pass,2026-01-03 13:01:30.308,—,Ana Silva
LOTE-M-SOP-016-5169,WO-6832,2026-01-03,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,14026,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-04 16:41:21.430,—,Beatriz Costa
LOTE-M-SOP-022-5170,WO-6834,2026-01-04,Shift 2,ISBM-008,M-SOP-022,FR-022-PVC-1000,4656,L,200,0,2,8,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-06 08:18:12.697,—,Ana Silva
LOTE-M-SOP-019-5171,WO-6835,2026-01-05,Shift 2,ISBM-008,M-SOP-019,FR-019-PET-600,9874,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-07 03:42:15.433,—,Elena Santos
LOTE-M-SOP-019-5172,WO-6837,2026-01-07,Shift 1,ISBM-008,M-SOP-019,FR-019-PVC-750,19301,M,315,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-08 20:22:55.996,—,Elena Santos
LOTE-M-SOP-022-5173,WO-6838,2026-01-08,Shift 3,ISBM-008,M-SOP-022,FR-022-HDPE-1000,3233,L,200,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-09 03:48:59.627,—,Carlos Mendes
LOTE-M-SOP-016-5174,WO-6840,2026-01-09,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,14715,M,315,0,3,12,15,Conforming,Approved,Approved,Approved - First Pass,2026-01-11 04:47:08.720,—,Elena Santos
LOTE-M-SOP-019-5175,WO-6841,2026-01-10,Shift 2,ISBM-008,M-SOP-019,FR-019-HDPE-600,7687,L,200,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-11 19:20:14.718,—,Elena Santos
LOTE-M-SOP-019-5176,WO-6844,2026-01-12,Shift 1,ISBM-008,M-SOP-019,FR-019-MDPE-750,18568,M,315,0,2,11,13,Conforming,Approved,Approved,Approved - First Pass,2026-01-13 08:56:56.476,—,Carlos Mendes
LOTE-M-SOP-019-5177,WO-6847,2026-01-14,Shift 1,ISBM-008,M-SOP-019,FR-019-PETG-750,19982,M,315,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-15 13:42:30.037,—,Beatriz Costa
LOTE-M-SOP-022-5178,WO-6849,2026-01-15,Shift 2,ISBM-008,M-SOP-022,FR-022-HDPE-1000,8535,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-16 14:08:53.079,—,Carlos Mendes
LOTE-M-SOP-016-5179,WO-6851,2026-01-17,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,16951,M,315,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2026-01-18 13:56:34.912,—,Beatriz Costa
LOTE-M-SOP-016-5180,WO-6852,2026-01-18,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,5076,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2026-01-18 23:55:44.593,—,Beatriz Costa
LOTE-M-SOP-019-5181,WO-6854,2026-01-19,Shift 3,ISBM-008,M-SOP-019,FR-019-PETG-750,9688,L,200,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-19 20:55:25.016,—,Carlos Mendes
LOTE-M-SOP-019-5182,WO-6857,2026-01-21,Shift 1,ISBM-008,M-SOP-019,FR-019-PETG-750,24402,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-22 22:21:56.673,—,Elena Santos
LOTE-M-SOP-022-5183,WO-6858,2026-01-22,Shift 1,ISBM-008,M-SOP-022,FR-022-MDPE-1000,6488,L,200,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-01-23 14:38:59.574,—,Ana Silva
LOTE-M-SOP-016-5184,WO-6861,2026-01-24,Shift 3,ISBM-008,M-SOP-016,FR-016-HDPE-600,19968,M,315,0,4,10,14,Conforming,Approved,Approved,Approved - First Pass,2026-01-25 04:42:38.180,—,Elena Santos
LOTE-M-SOP-022-5185,WO-6864,2026-01-26,Shift 1,ISBM-008,M-SOP-022,FR-022-rPET-1000,14837,M,315,0,4,4,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-27 08:40:51.845,—,Beatriz Costa
LOTE-M-SOP-022-5186,WO-6866,2026-01-28,Shift 3,ISBM-008,M-SOP-022,FR-022-HDPE-PCR-1000,11578,M,315,1,1,4,6,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-28 22:23:32.140,Leakage:1(Re=1),Elena Santos
LOTE-M-SOP-016-5187,WO-6867,2026-01-28,Shift 2,ISBM-008,M-SOP-016,FR-016-HDPE-600,7194,L,200,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-30 00:21:03.379,—,Elena Santos
LOTE-M-SOP-022-5188,WO-6868,2026-01-29,Shift 2,ISBM-008,M-SOP-022,FR-022-PVC-1000,1422,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-30 22:38:45.689,—,Carlos Mendes
LOTE-M-SOP-016-5189,WO-6869,2026-01-30,Shift 1,ISBM-008,M-SOP-016,FR-016-HDPE-600,6817,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2026-01-31 15:12:38.199,—,Ana Silva
LOTE-M-SOP-016-5190,WO-6870,2026-01-30,  Shift 3  ,ISBM-008,M-SOP-016,FR-016-HDPE-600,8855,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-02-01 02:16:39.278,—,Carlos Mendes
LOTE-M-SOP-019-5191,WO-6873,2026-02-02,SHIFT 3,ISBM-008,M-SOP-019,FR-019-PET-600,31500,M,315,0,8,9,17,Conforming,Approved,Approved,Approved - First Pass,2026-02-03 04:57:07.716,—,Elena Santos
LOTE-M-SOP-022-5192,WO-6874,2026-02-03,Shift 3,ISBM-008,M-SOP-022,FR-022-MDPE-1000,4965,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-02-04 05:13:26.784,—,Diogo Ferreira
LOTE-M-SOP-022-5193,WO-6877,2026-02-05,shift 3,ISBM-008,M-SOP-022,FR-022-PETG-1000,12952,M,315,0,9,8,17,Conforming,Approved,Approved,Approved - First Pass,2026-02-06 04:01:35.687,—,Elena Santos
