InspectionId,Date,SupplierId,Material,MaterialLotId,PurchaseOrderId,Characteristic,Standard,Method,Unit,ResultValue,LSL,Nominal,USL,Result,Inspector
RI-005005,2026-08-01,SUP-001,MDPE,RM-MDPE-00121,PO-6342,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9372,0.933,0.937,0.941,Pass,Carlos Mendes
RI-005006,2026-08-01,SUP-001,MDPE,RM-MDPE-00121,PO-6342,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,108.9673,0.0,130.0,260.0,Pass,Elena Santos
RI-005007,2026-08-01,SUP-003,PETG,RM-PETG-00124,PO-6343,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7608,0.7,0.76,0.82,Pass,Beatriz Costa
RI-005008,2026-08-01,SUP-003,PETG,RM-PETG-00124,PO-6343,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,39.1635,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-005009,2026-08-01,SUP-003,PETG,RM-PETG-00124,PO-6343,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.93,0.0,0.9,2.2,Pass,Carlos Mendes
RI-005010,2026-08-01,SUP-005,PP,RM-PP-00125,PO-6344,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.3056,2.0,3.0,4.5,Pass,Beatriz Costa
RI-005011,2026-08-01,SUP-005,PP,RM-PP-00125,PO-6344,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9055,0.9,0.905,0.91,Pass,Carlos Mendes
RI-005012,2026-08-01,SUP-005,PP,RM-PP-00125,PO-6344,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,32.9391,28.0,33.0,38.0,Pass,Ana Silva
RI-005013,2026-08-01,SUP-005,PP,RM-PP-00125,PO-6344,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,88.8581,0.0,100.0,200.0,Pass,Carlos Mendes
RI-005014,2026-08-01,SUP-004,rPET,RM-rPET-00125,PO-6345,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.722,0.68,0.74,0.8,Pass,Carlos Mendes
RI-005015,2026-08-01,SUP-004,rPET,RM-rPET-00125,PO-6345,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.7675,0.0,40.0,70.0,Pass,Ana Silva
RI-005016,2026-08-01,SUP-004,rPET,RM-rPET-00125,PO-6345,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,6.4099,0.0,5.0,12.0,Pass,Carlos Mendes
RI-005017,2026-08-01,SUP-004,rPET,RM-rPET-00125,PO-6345,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.8321,0.0,1.5,3.5,Pass,Diogo Ferreira
RI-005018,2026-08-02,SUP-008,Masterbatch,RM-Masterbatch-00112,PO-6346,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.7339,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-005019,2026-08-02,SUP-008,Masterbatch,RM-Masterbatch-00112,PO-6346,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.6171,3.5,4.5,5.0,Pass,Ana Silva
RI-005020,2026-08-02,SUP-008,Masterbatch,RM-Masterbatch-00112,PO-6346,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.3681,0.0,0.7,1.8,Pass,Ana Silva
RI-005021,2026-08-02,SUP-008,Masterbatch,RM-Masterbatch-00112,PO-6346,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,84.5077,0.0,80.0,150.0,Pass,Elena Santos
RI-005022,2026-08-02,SUP-006,PET,RM-PET-00123,PO-6347,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8009,0.72,0.8,0.86,Pass,Carlos Mendes
RI-005023,2026-08-02,SUP-006,PET,RM-PET-00123,PO-6347,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,31.4258,0.0,30.0,50.0,Pass,Diogo Ferreira
RI-005024,2026-08-02,SUP-006,PET,RM-PET-00123,PO-6347,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.869,0.0,0.8,2.0,Pass,Diogo Ferreira
RI-005025,2026-08-02,SUP-006,PET,RM-PET-00123,PO-6347,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3403,1.335,1.34,1.345,Pass,Ana Silva
RI-005026,2026-08-02,SUP-003,PETG,RM-PETG-00125,PO-6348,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.773,0.7,0.76,0.82,Pass,Elena Santos
RI-005027,2026-08-02,SUP-003,PETG,RM-PETG-00125,PO-6348,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,34.6301,0.0,40.0,60.0,Pass,Beatriz Costa
RI-005028,2026-08-02,SUP-003,PETG,RM-PETG-00125,PO-6348,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.9862,0.0,0.9,2.2,Pass,Beatriz Costa
RI-005029,2026-08-03,SUP-004,HDPE-PCR,RM-HDPE-PCR-00122,PO-6349,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3149,0.2,0.32,0.5,Pass,Diogo Ferreira
RI-005030,2026-08-03,SUP-004,HDPE-PCR,RM-HDPE-PCR-00122,PO-6349,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9522,0.948,0.953,0.96,Pass,Elena Santos
RI-005031,2026-08-03,SUP-004,HDPE-PCR,RM-HDPE-PCR-00122,PO-6349,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,155.8341,0.0,200.0,400.0,Pass,Diogo Ferreira
RI-005032,2026-08-03,SUP-004,HDPE-PCR,RM-HDPE-PCR-00122,PO-6349,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.7971,0.0,3.0,8.0,Pass,Beatriz Costa
RI-005033,2026-08-03,SUP-004,HDPE-PCR,RM-HDPE-PCR-00122,PO-6349,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,22.4372,18.0,24.0,30.0,Pass,Ana Silva
RI-005034,2026-08-03,SUP-007,LDPE,RM-LDPE-00131,PO-6350,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7582,0.5,0.75,1.1,Pass,Carlos Mendes
RI-005035,2026-08-03,SUP-007,LDPE,RM-LDPE-00131,PO-6350,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9214,0.918,0.922,0.926,Pass,Carlos Mendes
RI-005036,2026-08-03,SUP-007,LDPE,RM-LDPE-00131,PO-6350,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,142.4578,0.0,120.0,250.0,Pass,Diogo Ferreira
RI-005037,2026-08-03,SUP-001,MDPE,RM-MDPE-00122,PO-6351,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4408,0.3,0.45,0.65,Pass,Diogo Ferreira
RI-005038,2026-08-03,SUP-001,MDPE,RM-MDPE-00122,PO-6351,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9363,0.933,0.937,0.941,Pass,Diogo Ferreira
RI-005039,2026-08-03,SUP-001,MDPE,RM-MDPE-00122,PO-6351,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,111.479,0.0,130.0,260.0,Pass,Diogo Ferreira
RI-005040,2026-08-03,SUP-002,PP-PCR,RM-PP-PCR-00122,PO-6352,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.1117,1.8,2.8,4.8,Pass,Elena Santos
RI-005041,2026-08-03,SUP-002,PP-PCR,RM-PP-PCR-00122,PO-6352,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9053,0.898,0.904,0.912,Pass,Ana Silva
RI-005042,2026-08-03,SUP-002,PP-PCR,RM-PP-PCR-00122,PO-6352,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.1851,0.0,4.0,10.0,Pass,Diogo Ferreira
RI-005043,2026-08-03,SUP-002,PP-PCR,RM-PP-PCR-00122,PO-6352,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,29.4853,24.0,30.0,36.0,Pass,Beatriz Costa
RI-005044,2026-08-03,SUP-004,rPET,RM-rPET-00126,PO-6353,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7463,0.68,0.74,0.8,Pass,Ana Silva
RI-005045,2026-08-03,SUP-004,rPET,RM-rPET-00126,PO-6353,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,27.9527,0.0,40.0,70.0,Pass,Diogo Ferreira
RI-005046,2026-08-03,SUP-004,rPET,RM-rPET-00126,PO-6353,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.889,0.0,5.0,12.0,Pass,Carlos Mendes
RI-005047,2026-08-03,SUP-004,rPET,RM-rPET-00126,PO-6353,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.2171,0.0,1.5,3.5,Pass,Elena Santos
RI-005048,2026-08-04,SUP-001,LDPE,RM-LDPE-00132,PO-6354,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7159,0.5,0.75,1.1,Pass,Carlos Mendes
RI-005049,2026-08-04,SUP-001,LDPE,RM-LDPE-00132,PO-6354,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9215,0.918,0.922,0.926,Pass,Beatriz Costa
RI-005050,2026-08-04,SUP-001,LDPE,RM-LDPE-00132,PO-6354,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,85.7743,0.0,120.0,250.0,Pass,Elena Santos
RI-005051,2026-08-04,SUP-002,PP-PCR,RM-PP-PCR-00123,PO-6355,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.676,1.8,2.8,4.8,Pass,Diogo Ferreira
RI-005052,2026-08-04,SUP-002,PP-PCR,RM-PP-PCR-00123,PO-6355,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9133,0.898,0.904,0.912,Fail,Ana Silva
RI-005053,2026-08-04,SUP-002,PP-PCR,RM-PP-PCR-00123,PO-6355,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.8559,0.0,4.0,10.0,Pass,Diogo Ferreira
RI-005054,2026-08-04,SUP-002,PP-PCR,RM-PP-PCR-00123,PO-6355,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,31.4771,24.0,30.0,36.0,Pass,Carlos Mendes
RI-005055,2026-08-05,SUP-001,MDPE,RM-MDPE-00123,PO-6356,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4484,0.3,0.45,0.65,Pass,Ana Silva
RI-005056,2026-08-05,SUP-001,MDPE,RM-MDPE-00123,PO-6356,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.937,0.933,0.937,0.941,Pass,Carlos Mendes
RI-005057,2026-08-05,SUP-001,MDPE,RM-MDPE-00123,PO-6356,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,141.3736,0.0,130.0,260.0,Pass,Beatriz Costa
RI-005058,2026-08-05,SUP-008,Masterbatch,RM-Masterbatch-00113,PO-6357,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.1246,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-005059,2026-08-05,SUP-008,Masterbatch,RM-Masterbatch-00113,PO-6357,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.5173,3.5,4.5,5.0,Pass,Elena Santos
RI-005060,2026-08-05,SUP-008,Masterbatch,RM-Masterbatch-00113,PO-6357,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7304,0.0,0.7,1.8,Pass,Carlos Mendes
RI-005061,2026-08-05,SUP-008,Masterbatch,RM-Masterbatch-00113,PO-6357,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,81.7007,0.0,80.0,150.0,Pass,Beatriz Costa
RI-005062,2026-08-05,SUP-002,PP-PCR,RM-PP-PCR-00124,PO-6358,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.0058,1.8,2.8,4.8,Pass,Elena Santos
RI-005063,2026-08-05,SUP-002,PP-PCR,RM-PP-PCR-00124,PO-6358,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9028,0.898,0.904,0.912,Pass,Carlos Mendes
RI-005064,2026-08-05,SUP-002,PP-PCR,RM-PP-PCR-00124,PO-6358,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.7581,0.0,4.0,10.0,Pass,Ana Silva
RI-005065,2026-08-05,SUP-002,PP-PCR,RM-PP-PCR-00124,PO-6358,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,30.6384,24.0,30.0,36.0,Pass,Carlos Mendes
RI-005066,2026-08-06,SUP-006,HDPE,RM-HDPE-00134,PO-6359,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3813,0.25,0.35,0.45,Pass,Elena Santos
RI-005067,2026-08-06,SUP-006,HDPE,RM-HDPE-00134,PO-6359,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9537,0.95,0.954,0.958,Pass,Carlos Mendes
RI-005068,2026-08-06,SUP-006,HDPE,RM-HDPE-00134,PO-6359,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,100.1442,0.0,150.0,300.0,Pass,Carlos Mendes
RI-005069,2026-08-06,SUP-006,HDPE,RM-HDPE-00134,PO-6359,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,26.4158,20.0,26.0,32.0,Pass,Elena Santos
RI-005070,2026-08-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00123,PO-6360,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.2851,0.2,0.32,0.5,Pass,Elena Santos
RI-005071,2026-08-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00123,PO-6360,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9519,0.948,0.953,0.96,Pass,Carlos Mendes
RI-005072,2026-08-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00123,PO-6360,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,236.0397,0.0,200.0,400.0,Pass,Diogo Ferreira
RI-005073,2026-08-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00123,PO-6360,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.9361,0.0,3.0,8.0,Pass,Diogo Ferreira
RI-005074,2026-08-06,SUP-004,HDPE-PCR,RM-HDPE-PCR-00123,PO-6360,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,25.0856,18.0,24.0,30.0,Pass,Carlos Mendes
RI-005075,2026-08-06,SUP-007,LDPE,RM-LDPE-00133,PO-6361,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7649,0.5,0.75,1.1,Pass,Diogo Ferreira
RI-005076,2026-08-06,SUP-007,LDPE,RM-LDPE-00133,PO-6361,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9211,0.918,0.922,0.926,Pass,Carlos Mendes
RI-005077,2026-08-06,SUP-007,LDPE,RM-LDPE-00133,PO-6361,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,112.1407,0.0,120.0,250.0,Pass,Carlos Mendes
RI-005078,2026-08-06,SUP-001,MDPE,RM-MDPE-00124,PO-6362,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3968,0.3,0.45,0.65,Pass,Elena Santos
RI-005079,2026-08-06,SUP-001,MDPE,RM-MDPE-00124,PO-6362,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9375,0.933,0.937,0.941,Pass,Elena Santos
RI-005080,2026-08-06,SUP-001,MDPE,RM-MDPE-00124,PO-6362,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,123.3507,0.0,130.0,260.0,Pass,Ana Silva
RI-005081,2026-08-06,SUP-008,Masterbatch,RM-Masterbatch-00114,PO-6363,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.0283,2.0,3.0,4.5,Pass,Carlos Mendes
RI-005082,2026-08-06,SUP-008,Masterbatch,RM-Masterbatch-00114,PO-6363,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.5978,3.5,4.5,5.0,Pass,Beatriz Costa
RI-005083,2026-08-06,SUP-008,Masterbatch,RM-Masterbatch-00114,PO-6363,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.849,0.0,0.7,1.8,Pass,Diogo Ferreira
RI-005084,2026-08-06,SUP-008,Masterbatch,RM-Masterbatch-00114,PO-6363,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,85.9566,0.0,80.0,150.0,Pass,Elena Santos
RI-005085,2026-08-06,SUP-006,PET,RM-PET-00124,PO-6364,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7926,0.72,0.8,0.86,Pass,Carlos Mendes
RI-005086,2026-08-06,SUP-006,PET,RM-PET-00124,PO-6364,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.144,0.0,30.0,50.0,Pass,Elena Santos
RI-005087,2026-08-06,SUP-006,PET,RM-PET-00124,PO-6364,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7479,0.0,0.8,2.0,Pass,Elena Santos
RI-005088,2026-08-06,SUP-006,PET,RM-PET-00124,PO-6364,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3398,1.335,1.34,1.345,Pass,Ana Silva
RI-005089,2026-08-06,SUP-003,PETG,RM-PETG-00126,PO-6365,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7552,0.7,0.76,0.82,Pass,Elena Santos
RI-005090,2026-08-06,SUP-003,PETG,RM-PETG-00126,PO-6365,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,48.2735,0.0,40.0,60.0,Pass,Carlos Mendes
RI-005091,2026-08-06,SUP-003,PETG,RM-PETG-00126,PO-6365,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.5873,0.0,0.9,2.2,Pass,Carlos Mendes
RI-005092,2026-08-07,SUP-003,PET,RM-PET-00125,PO-6366,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8055,0.72,0.8,0.86,Pass,Beatriz Costa
RI-005093,2026-08-07,SUP-003,PET,RM-PET-00125,PO-6366,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,33.1397,0.0,30.0,50.0,Pass,Ana Silva
RI-005094,2026-08-07,SUP-003,PET,RM-PET-00125,PO-6366,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.6702,0.0,0.8,2.0,Pass,Elena Santos
RI-005095,2026-08-07,SUP-003,PET,RM-PET-00125,PO-6366,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3405,1.335,1.34,1.345,Pass,Carlos Mendes
RI-005096,2026-08-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00124,PO-6367,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3019,0.2,0.32,0.5,Pass,Beatriz Costa
RI-005097,2026-08-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00124,PO-6367,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9516,0.948,0.953,0.96,Pass,Diogo Ferreira
RI-005098,2026-08-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00124,PO-6367,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,201.4625,0.0,200.0,400.0,Pass,Carlos Mendes
RI-005099,2026-08-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00124,PO-6367,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.0198,0.0,3.0,8.0,Pass,Beatriz Costa
RI-005100,2026-08-08,SUP-004,HDPE-PCR,RM-HDPE-PCR-00124,PO-6367,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,23.1067,18.0,24.0,30.0,Pass,Ana Silva
RI-005101,2026-08-08,SUP-001,MDPE,RM-MDPE-00125,PO-6368,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4424,0.3,0.45,0.65,Pass,Beatriz Costa
RI-005102,2026-08-08,SUP-001,MDPE,RM-MDPE-00125,PO-6368,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9378,0.933,0.937,0.941,Pass,Beatriz Costa
RI-005103,2026-08-08,SUP-001,MDPE,RM-MDPE-00125,PO-6368,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,151.3387,0.0,130.0,260.0,Pass,Diogo Ferreira
RI-005104,2026-08-08,SUP-006,PET,RM-PET-00126,PO-6369,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8341,0.72,0.8,0.86,Pass,Ana Silva
RI-005105,2026-08-08,SUP-006,PET,RM-PET-00126,PO-6369,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,26.2009,0.0,30.0,50.0,Pass,Elena Santos
RI-005106,2026-08-08,SUP-006,PET,RM-PET-00126,PO-6369,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.6919,0.0,0.8,2.0,Pass,Beatriz Costa
RI-005107,2026-08-08,SUP-006,PET,RM-PET-00126,PO-6369,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3399,1.335,1.34,1.345,Pass,Ana Silva
RI-005108,2026-08-08,SUP-003,PETG,RM-PETG-00127,PO-6370,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7486,0.7,0.76,0.82,Pass,Beatriz Costa
RI-005109,2026-08-08,SUP-003,PETG,RM-PETG-00127,PO-6370,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,34.6103,0.0,40.0,60.0,Pass,Elena Santos
RI-005110,2026-08-08,SUP-003,PETG,RM-PETG-00127,PO-6370,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.939,0.0,0.9,2.2,Pass,Diogo Ferreira
RI-005111,2026-08-09,SUP-001,MDPE,RM-MDPE-00126,PO-6371,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.475,0.3,0.45,0.65,Pass,Ana Silva
RI-005112,2026-08-09,SUP-001,MDPE,RM-MDPE-00126,PO-6371,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9366,0.933,0.937,0.941,Pass,Ana Silva
RI-005113,2026-08-09,SUP-001,MDPE,RM-MDPE-00126,PO-6371,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,137.3882,0.0,130.0,260.0,Pass,Diogo Ferreira
RI-005114,2026-08-09,SUP-008,Masterbatch,RM-Masterbatch-00115,PO-6372,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.8389,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-005115,2026-08-09,SUP-008,Masterbatch,RM-Masterbatch-00115,PO-6372,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.6326,3.5,4.5,5.0,Pass,Carlos Mendes
RI-005116,2026-08-09,SUP-008,Masterbatch,RM-Masterbatch-00115,PO-6372,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7748,0.0,0.7,1.8,Pass,Ana Silva
RI-005117,2026-08-09,SUP-008,Masterbatch,RM-Masterbatch-00115,PO-6372,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,107.9539,0.0,80.0,150.0,Pass,Ana Silva
RI-005118,2026-08-09,SUP-006,PET,RM-PET-00127,PO-6373,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7691,0.72,0.8,0.86,Pass,Diogo Ferreira
RI-005119,2026-08-09,SUP-006,PET,RM-PET-00127,PO-6373,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,28.0145,0.0,30.0,50.0,Pass,Beatriz Costa
RI-005120,2026-08-09,SUP-006,PET,RM-PET-00127,PO-6373,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.5449,0.0,0.8,2.0,Pass,Elena Santos
RI-005121,2026-08-09,SUP-006,PET,RM-PET-00127,PO-6373,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3394,1.335,1.34,1.345,Pass,Beatriz Costa
RI-005122,2026-08-09,SUP-003,PETG,RM-PETG-00128,PO-6374,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7228,0.7,0.76,0.82,Pass,Carlos Mendes
RI-005123,2026-08-09,SUP-003,PETG,RM-PETG-00128,PO-6374,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,40.6982,0.0,40.0,60.0,Pass,Ana Silva
RI-005124,2026-08-09,SUP-003,PETG,RM-PETG-00128,PO-6374,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,2.4052,0.0,0.9,2.2,Fail,Diogo Ferreira
RI-005125,2026-08-09,SUP-002,PP-PCR,RM-PP-PCR-00125,PO-6375,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,4.5571,1.8,2.8,4.8,Pass,Beatriz Costa
RI-005126,2026-08-09,SUP-002,PP-PCR,RM-PP-PCR-00125,PO-6375,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9059,0.898,0.904,0.912,Pass,Beatriz Costa
RI-005127,2026-08-09,SUP-002,PP-PCR,RM-PP-PCR-00125,PO-6375,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.8058,0.0,4.0,10.0,Pass,Ana Silva
RI-005128,2026-08-09,SUP-002,PP-PCR,RM-PP-PCR-00125,PO-6375,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,28.8081,24.0,30.0,36.0,Pass,Ana Silva
RI-005129,2026-08-09,SUP-005,PVC,RM-PVC-00114,PO-6376,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3808,1.35,1.38,1.41,Pass,Carlos Mendes
RI-005130,2026-08-09,SUP-005,PVC,RM-PVC-00114,PO-6376,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,47.2704,40.0,48.0,55.0,Pass,Diogo Ferreira
RI-005131,2026-08-09,SUP-005,PVC,RM-PVC-00114,PO-6376,Ash Content,ASTM D5630,Muffle Furnace,%,0.0078,0.0,1.2,3.0,Pass,Diogo Ferreira
RI-005132,2026-08-09,SUP-004,rPET,RM-rPET-00127,PO-6377,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7486,0.68,0.74,0.8,Pass,Elena Santos
RI-005133,2026-08-09,SUP-004,rPET,RM-rPET-00127,PO-6377,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,35.0682,0.0,40.0,70.0,Pass,Ana Silva
