RecordSeq,Date,Process,MachineId,Shift,WorkOrder,MaterialId,MaterialLot,StartWeightKg,EndWeightKg
14532,2026-07-16,Hot Foil Stamping,HF-002,Shift 3,WO-14094,COR-007,COL-COR-007-051,44.9,40.9
14533,2026-07-16,Hot Foil Stamping,HF-002,Shift 1,WO-14095,COR-007,COL-COR-007-051,40.9,36.9
14534,2026-07-16,Hot Foil Stamping,HF-002,Shift 2,WO-14096,COR-007,COL-COR-007-051,36.9,32.9
14535,2026-07-17,Hot Foil Stamping,HF-002,Shift 2,WO-14097,COR-007,COL-COR-007-051,32.9,28.9
14536,2026-07-18,Hot Foil Stamping,HF-002,Shift 3,WO-14098,COR-007,COL-COR-007-051,28.9,24.9
14537,2026-07-18,Hot Foil Stamping,HF-002,Shift 2,WO-14099,COR-004,COL-COR-004-039,6.09,2.09
14538,2026-07-19,Hot Foil Stamping,HF-001,Shift 1,WO-14100,COR-007,COL-COR-007-051,24.9,20.9
14539,2026-07-20,Hot Foil Stamping,HF-001,Shift 2,WO-14101,COR-007,COL-COR-007-051,20.9,16.59
14540,2026-07-20,Hot Foil Stamping,HF-001,Shift 1,WO-14102,COR-007,COL-COR-007-051,16.59,12.59
14541,2026-07-21,Hot Foil Stamping,HF-001,Shift 2,WO-14103,COR-004,COL-COR-004-039,2.09,0.0
14542,2026-07-21,Hot Foil Stamping,HF-001,Shift 2,WO-14103,COR-004,n/a,167.75,165.26
14543,2026-07-23,Hot Foil Stamping,HF-001,shift 3,WO-14104,COR-008,COL-COR-008-125,0.75,0.0
14544,2026-07-23,Hot Foil Stamping,HF-001,Shift 3,WO-14104,COR-008,COL-COR-008-126,166.44,163.19
14545,2026-07-22,Hot Foil Stamping,HF-001,SHIFT 2,WO-14105,COR-007,COL-COR-007-051,12.59,8.59
14546,2026-07-24,Hot Foil Stamping,HF-002,Shift 3,WO-14106,COR-008,COL-COR-008-126,163.19,159.19
14547,2026-07-24,Hot Foil Stamping,HF-002,Shift 1,WO-14107,COR-008,COL-COR-008-126,159.19,155.19
14548,2026-07-25,Hot Foil Stamping,HF-001,Shift 2,WO-14108,COR-008,//,155.19,151.19
14549,2026-07-25,Hot Foil Stamping,HF-001,Shift 2,WO-14109,COR-008,COL-COR-008-126,151.19,147.19
14550,2026-07-26,Hot Foil Stamping,HF-001,shift 2,WO-14110,COR-008,COL-COR-008-126,147.19,143.19
14551,2026-07-27,Hot Foil Stamping,HF-001,Shift 2,WO-14111,COR-008,COL-COR-008-126,143.19,139.19
14552,2026-07-28,Hot Foil Stamping,HF-001,Shift 3,WO-14112,COR-008,COL-COR-008-126,139.19,135.19
14553,2026-07-28,Hot Foil Stamping,HF-001,Shift 1,WO-14113,COR-008,COL-COR-008-126,135.19,131.19
14554,2026-07-29,Hot Foil Stamping,HF-002,Shift 3,WO-14114,COR-008,COL-COR-008-126,131.19,127.19
14555,2026-07-29,Hot Foil Stamping,HF-002,Shift 1,WO-14115,COR-008,COL-COR-008-126,127.19,123.19
14556,2026-07-30,Hot Foil Stamping,HF-002,Shift 1,WO-14116,COR-008,COL-COR-008-126,123.19,119.19
14557,2026-07-31,Hot Foil Stamping,HF-002,  Shift 2  ,WO-14117,COR-008,COL-COR-008-126,119.19,115.19
14558,2026-07-31,Hot Foil Stamping,HF-002,Shift 2,WO-14118,COR-008,COL-COR-008-126,115.19,111.19
14559,2026-07-31,Hot Foil Stamping,HF-001,Shift 3,WO-14119,COR-008,COL-COR-008-126,111.19,107.19
14560,2026-08-01,Hot Foil Stamping,HF-001,Shift 2,WO-14120,COR-008,COL-COR-008-126,107.19,103.19
14561,2026-08-02,  Hot Foil Stamping  ,HF-001,Shift 2,WO-14121,COR-008,COL-COR-008-126,103.19,99.19
14562,2026-08-03,Hot Foil Stamping,HF-002,Shift 2,WO-14122,COR-008,COL-COR-008-126,99.19,95.19
14563,2026-08-04,Hot Foil Stamping,HF-002,SHIFT 2,WO-14123,COR-008,COL-COR-008-126,95.19,91.19
14564,2026-08-05,Hot Foil Stamping,HF-001,Shift 1,WO-14124,COR-008,COL-COR-008-126,91.19,87.19
14565,2026-08-05,Hot Foil Stamping,HF-001,Shift 2,WO-14125,COR-008,COL-COR-008-126,87.19,83.19
14566,2026-08-06,Hot Foil Stamping,HF-001,SHIFT 1,WO-14126,COR-008,COL-COR-008-126,83.19,79.19
14567,2026-08-06,Hot Foil Stamping,HF-002,Shift 2,WO-14127,COR-008,COL-COR-008-126,79.19,75.19
14568,2026-08-07,Hot Foil Stamping,HF-002,Shift 2,WO-14128,COR-008,COL-COR-008-126,75.19,71.19
14569,2026-08-08,Hot Foil Stamping,HF-001,Shift 1,WO-14129,COR-004,COL-COR-004-040,165.26,161.0
14570,2026-08-08,Hot Foil Stamping,HF-001,shift 2,WO-14130,COR-004,COL-COR-004-040,161.0,157.0
14571,2026-08-09,Hot Foil Stamping,HF-001,Shift 3,WO-14131,COR-004,COL-COR-004-040,157.0,149.7
14572,2026-08-09,Hot Foil Stamping,HF-001,Shift 3,WO-14132,COR-008,/,71.19,67.19
14573,2026-08-11,Hot Foil Stamping,HF-001,Shift 1,WO-14133,COR-008,COL-COR-008-126,67.19,63.19
14574,2026-08-12,Hot Foil Stamping,HF-001,Shift 3,WO-14134,COR-008,COL-COR-008-126,63.19,59.19
14575,2026-08-12,Hot Foil Stamping,HF-002,Shift 3,WO-14135,COR-007,COL-COR-007-051,8.59,4.59
14576,2026-08-13,Hot Foil Stamping,HF-002,Shift 2,WO-14136,COR-007,COL-COR-007-051,4.59,0.59
14577,2026-08-14,Hot Foil Stamping,HF-001,Shift 3,WO-14137,COR-007,COL-COR-007-051,0.59,0.0
14578,2026-08-14,Hot Foil Stamping,HF-001,Shift 3,WO-14137,COR-007,COL-COR-007-052,217.49,214.09
14579,2026-08-14,Hot Foil Stamping,HF-001,Shift 3,WO-14138,COR-007,COL-COR-007-052,214.09,210.09
14580,2026-08-14,Hot Foil Stamping,HF-001,shift 2,WO-14139,COR-008,COL-COR-008-126,59.19,55.19
14581,2026-08-16,Hot Foil Stamping,HF-001,Shift 3,WO-14140,COR-008,COL-COR-008-126,55.19,51.19
14582,2026-08-17,Hot Foil Stamping,HF-001,Shift 3,WO-14141,COR-008,COL-COR-008-126,51.19,47.19
14583,2026-08-17,Hot Foil Stamping,HF-001,Shift 3,WO-14142,COR-008,COL-COR-008-126,47.19,43.19
14584,2026-08-16,Hot Foil Stamping,HF-001,Shift 2,WO-14143,COR-008,COL-COR-008-126,43.19,39.19
14585,2026-08-17,Hot Foil Stamping,HF-001,Shift 2,WO-14144,COR-008,COL-COR-008-126,39.19,35.19
14586,2026-08-18,Hot Foil Stamping,HF-002,Shift 1,WO-14145,COR-008,COL-COR-008-126,35.19,31.19
14587,2026-08-18,Hot Foil Stamping,HF-001,Shift 3,WO-14146,COR-007,COL-COR-007-052,210.09,206.09
14588,2026-08-19,Hot Foil Stamping,HF-001,Shift 1,WO-14147,COR-007,COL-COR-007-052,206.09,202.09
14589,2026-08-21,Hot Foil Stamping,HF-002,Shift 1,WO-14148,COR-008,COL-COR-008-126,31.19,27.19
14590,2026-08-21,Hot Foil Stamping,HF-002,Shift 1,WO-14149,COR-008,COL-COR-008-126,27.19,23.19
14591,2026-08-22,  Hot Foil Stamping  ,HF-002,Shift 2,WO-14150,COR-008,//,23.19,19.19
14592,2026-08-23,Hot Foil Stamping,HF-002,Shift 3,WO-14151,COR-008,COL-COR-008-126,19.19,15.19
14593,2026-08-23,Hot Foil Stamping,HF-001,Shift 2,WO-14152,COR-004,COL-COR-004-040,149.7,144.5
14594,2026-08-24,hot foil stamping,HF-001,Shift 1,WO-14153,COR-004,COL-COR-004-040,144.5,140.22
14595,2026-08-24,Hot Foil Stamping,HF-001,Shift 1,WO-14154,COR-008,COL-COR-008-126,15.19,11.19
14596,2026-08-25,hot foil stamping,HF-002,Shift 2,WO-14155,COR-007,COL-COR-007-052,202.09,198.09
14597,2026-08-26,Hot Foil Stamping,HF-001,Shift 2,WO-14156,COR-008,COL-COR-008-126,11.19,7.19
14598,2026-08-26,Hot Foil Stamping,HF-001,Shift 3,WO-14157,COR-008,COL-COR-008-126,7.19,3.19
14599,2026-08-27,Hot Foil Stamping,HF-001,Shift 3,WO-14158,COR-008,COL-COR-008-126,3.19,0.0
14600,2026-08-27,Hot Foil Stamping,HF-001,Shift 3,WO-14158,COR-008,COL-COR-008-127,91.82,91.01
14601,2026-08-28,Hot Foil Stamping,HF-002,Shift 2,WO-14159,COR-007,COL-COR-007-052,198.09,194.09
14602,2026-08-29,Hot Foil Stamping,HF-002,Shift 1,WO-14160,COR-008,COL-COR-008-127,91.01,87.01
14603,2026-08-30,Hot Foil Stamping,HF-002,shift 2,WO-14161,COR-008,COL-COR-008-127,87.01,83.01
14604,2026-08-31,hot foil stamping,HF-002,Shift 1,WO-14162,COR-008,COL-COR-008-127,83.01,79.01
14605,2026-08-31,Hot Foil Stamping,HF-001,Shift 2,WO-14163,COR-008,COL-COR-008-127,79.01,75.01
14606,2026-09-02,Hot Foil Stamping,HF-001,shift 3,WO-14164,COR-008,COL-COR-008-127,75.01,71.01
14607,2026-09-02,Hot Foil Stamping,HF-001,Shift 2,WO-14165,COR-008,COL-COR-008-127,71.01,67.01
14608,2026-09-03,Hot Foil Stamping,HF-002,Shift 1,WO-14166,COR-004,COL-COR-004-040,140.22,136.22
14609,2026-09-03,Hot Foil Stamping,HF-001,Shift 3,WO-14167,COR-004,COL-COR-004-040,136.22,132.22
14610,2026-09-04,Hot Foil Stamping,HF-001,Shift 2,WO-14168,COR-004,COL-COR-004-040,132.22,128.22
14611,2026-09-05,Hot Foil Stamping,HF-001,Shift 1,WO-14169,COR-004,COL-COR-004-040,128.22,124.22
14612,2026-09-05,Hot Foil Stamping,HF-002,SHIFT 1,WO-14170,COR-008,COL-COR-008-127,67.01,63.01
14613,2026-09-06,Hot Foil Stamping,HF-001,Shift 2,WO-14171,COR-007,COL-COR-007-052,194.09,190.09
14614,2026-09-07,Hot Foil Stamping,HF-001,Shift 3,WO-14172,COR-007,COL-COR-007-052,190.09,186.09
14615,2026-09-06,Hot Foil Stamping,HF-001,Shift 2,WO-14173,COR-007,COL-COR-007-052,186.09,182.09
14616,2026-09-07,hot foil stamping,HF-002,Shift 1,WO-14174,COR-008,COL-COR-008-127,63.01,59.01
14617,2026-09-08,hot foil stamping,HF-002,shift 2,WO-14175,COR-008,COL-COR-008-127,59.01,55.01
14618,2026-09-09,Hot Foil Stamping,HF-002,Shift 1,WO-14176,COR-008,COL-COR-008-127,55.01,51.01
14619,2026-09-10,Hot Foil Stamping,HF-002,Shift 3,WO-14177,COR-008,COL-COR-008-127,51.01,47.01
14620,2026-09-10,  Hot Foil Stamping  ,HF-002,Shift 2,WO-14178,COR-008,COL-COR-008-127,47.01,43.01
14621,2026-09-11,Hot Foil Stamping,HF-002,Shift 3,WO-14179,COR-008,COL-COR-008-127,43.01,39.01
14622,2026-09-11,Hot Foil Stamping,HF-002,  Shift 2  ,WO-14180,COR-004,COL-COR-004-040,124.22,120.22
14623,2026-09-13,  Hot Foil Stamping  ,HF-002,Shift 3,WO-14181,COR-004,COL-COR-004-040,120.22,116.22
14624,2026-09-13,Hot Foil Stamping,HF-002,Shift 2,WO-14182,COR-004,COL-COR-004-040,116.22,111.41
14625,2026-09-14,Hot Foil Stamping,HF-001,SHIFT 2,WO-14183,COR-008,COL-COR-008-127,39.01,35.01
14626,2026-09-15,Hot Foil Stamping,HF-001,SHIFT 1,WO-14184,COR-004,COL-COR-004-040,111.41,105.64
14627,2026-09-15,Hot Foil Stamping,HF-001,Shift 2,WO-14185,COR-004,COL-COR-004-040,105.64,99.24
14628,2026-09-16,Hot Foil Stamping,HF-002,Shift 1,WO-14186,COR-004,COL-COR-004-040,99.24,95.08
14629,2026-09-17,Hot Foil Stamping,HF-001,Shift 2,WO-14187,COR-008,COL-COR-008-127,35.01,31.01
14630,2026-09-17,HOT FOIL STAMPING,HF-001,Shift 2,WO-14188,COR-008,n/a,31.01,27.01
14631,2026-09-18,  Hot Foil Stamping  ,HF-001,Shift 1,WO-14189,COR-007,COL-COR-007-052,182.09,178.09
14632,2026-09-20,Hot Foil Stamping,HF-001,Shift 3,WO-14190,COR-004,COL-COR-004-040,95.08,90.93
14633,2026-09-20,Hot Foil Stamping,HF-001,Shift 1,WO-14191,COR-004,COL-COR-004-040,90.93,86.09
14634,2026-09-21,Hot Foil Stamping,HF-001,Shift 2,WO-14192,COR-007,COL-COR-007-052,178.09,174.09
14635,2026-09-21,Hot Foil Stamping,HF-001,Shift 2,WO-14193,COR-008,COL-COR-008-127,27.01,23.01
14636,2026-09-22,Hot Foil Stamping,HF-001,  Shift 3  ,WO-14194,COR-008,COL-COR-008-127,23.01,19.01
14637,2026-09-22,Hot Foil Stamping,HF-001,Shift 2,WO-14195,COR-008,COL-COR-008-127,19.01,15.01
14638,2026-09-24,Hot Foil Stamping,HF-002,Shift 3,WO-14196,COR-007,COL-COR-007-052,174.09,170.09
14639,2026-09-24,Hot Foil Stamping,HF-001,Shift 2,WO-14197,COR-008,COL-COR-008-127,15.01,11.01
14640,2026-09-24,Hot Foil Stamping,HF-001,Shift 1,WO-14198,COR-008,COL-COR-008-127,11.01,7.01
14641,2026-09-24,Hot Foil Stamping,HF-001,Shift 3,WO-14199,COR-008,COL-COR-008-127,7.01,3.01
14642,2026-09-26,Hot Foil Stamping,HF-001,  Shift 1  ,WO-14200,COR-004,COL-COR-004-040,86.09,82.09
14643,2026-09-26,Hot Foil Stamping,HF-001,Shift 1,WO-14201,COR-004,COL-COR-004-040,82.09,78.09
14644,2026-09-28,Hot Foil Stamping,HF-002,Shift 3,WO-14202,COR-008,COL-COR-008-127,3.01,0.0
14645,2026-09-28,Hot Foil Stamping,HF-002,Shift 3,WO-14202,COR-008,COL-COR-008-128,95.77,94.78
14646,2026-09-28,Hot Foil Stamping,HF-002,Shift 3,WO-14203,COR-007,COL-COR-007-052,170.09,165.73
14647,2026-09-29,Hot Foil Stamping,HF-002,Shift 1,WO-14204,COR-007,COL-COR-007-052,165.73,161.73
14648,2026-09-29,Hot Foil Stamping,HF-002,Shift 2,WO-14205,COR-007,COL-COR-007-052,161.73,157.65
14649,2026-10-01,Hot Foil Stamping,HF-002,Shift 3,WO-14206,COR-008,COL-COR-008-128,94.78,90.78
14650,2026-10-01,Hot Foil Stamping,HF-001,Shift 2,WO-14207,COR-007,COL-COR-007-052,157.65,153.65
14651,2026-10-02,Hot Foil Stamping,HF-002,Shift 2,WO-14208,COR-008,COL-COR-008-128,90.78,86.78
14652,2026-10-02,Hot Foil Stamping,HF-002,Shift 1,WO-14209,COR-008,COL-COR-008-128,86.78,82.78
14653,2026-10-03,Hot Foil Stamping,HF-002,Shift 2,WO-14210,COR-008,COL-COR-008-128,82.78,78.78
14654,2026-10-04,Hot Foil Stamping,HF-002,Shift 1,WO-14211,COR-004,/,78.09,74.09
14655,2026-10-05,Hot Foil Stamping,HF-001,Shift 3,WO-14212,COR-007,COL-COR-007-052,153.65,149.65
14656,2026-10-05,Hot Foil Stamping,HF-001,Shift 3,WO-14213,COR-008,COL-COR-008-128,78.78,74.78
14657,2026-10-06,Hot Foil Stamping,HF-001,Shift 1,WO-14214,COR-008,COL-COR-008-128,74.78,70.78
14658,2026-10-07,Hot Foil Stamping,HF-001,Shift 1,WO-14215,COR-008,COL-COR-008-128,70.78,66.78
14659,2026-10-07,Hot Foil Stamping,HF-002,Shift 3,WO-14216,COR-008,COL-COR-008-128,66.78,62.78
14660,2026-10-08,Hot Foil Stamping,HF-002,Shift 1,WO-14217,COR-008,COL-COR-008-128,62.78,58.78
14661,2026-10-09,Hot Foil Stamping,HF-002,shift 1,WO-14218,COR-007,COL-COR-007-052,149.65,145.65
14662,2026-10-09,Hot Foil Stamping,HF-001,Shift 1,WO-14219,COR-007,COL-COR-007-052,145.65,141.65
14663,2026-10-10,Hot Foil Stamping,HF-002,shift 1,WO-14220,COR-008,COL-COR-008-128,58.78,54.78
14664,2026-10-10,Hot Foil Stamping,HF-001,Shift 2,WO-14221,COR-004,COL-COR-004-040,74.09,70.09
14665,2026-10-12,Hot Foil Stamping,HF-001,SHIFT 3,WO-14222,COR-004,COL-COR-004-040,70.09,64.8
14666,2026-10-13,Hot Foil Stamping,HF-001,Shift 3,WO-14223,COR-004,COL-COR-004-040,64.8,60.8
14667,2026-10-12,Hot Foil Stamping,HF-001,Shift 3,WO-14224,COR-004,COL-COR-004-040,60.8,56.8
14668,2026-10-14,Hot Foil Stamping,HF-001,SHIFT 1,WO-14225,COR-004,COL-COR-004-040,56.8,50.68
14669,2026-10-14,Hot Foil Stamping,HF-001,Shift 1,WO-14226,COR-004,COL-COR-004-040,50.68,46.68
14670,2026-10-15,Hot Foil Stamping,HF-001,Shift 3,WO-14227,COR-008,COL-COR-008-128,54.78,50.78
14671,2026-10-16,Hot Foil Stamping,HF-001,Shift 3,WO-14228,COR-008,COL-COR-008-128,50.78,46.78
14672,2026-10-16,Hot Foil Stamping,HF-001,Shift 2,WO-14229,COR-007,COL-COR-007-052,141.65,137.65
14673,2026-10-18,Hot Foil Stamping,HF-001,Shift 3,WO-14230,COR-007,COL-COR-007-052,137.65,133.65
14674,2026-10-18,Hot Foil Stamping,HF-001,SHIFT 1,WO-14231,COR-007,COL-COR-007-052,133.65,129.65
14675,2026-10-19,Hot Foil Stamping,HF-002,Shift 3,WO-14232,COR-008,COL-COR-008-128,46.78,42.78
14676,2026-10-20,Hot Foil Stamping,HF-001,Shift 3,WO-14233,COR-004,COL-COR-004-040,46.68,42.68
14677,2026-10-20,Hot Foil Stamping,HF-002,Shift 3,WO-14234,COR-008,COL-COR-008-128,42.78,38.78
14678,2026-10-21,Hot Foil Stamping,HF-002,Shift 2,WO-14235,COR-008,COL-COR-008-128,38.78,34.78
14679,2026-10-21,HOT FOIL STAMPING,HF-002,Shift 1,WO-14236,COR-008,COL-COR-008-128,34.78,30.78
14680,2026-10-22,Hot Foil Stamping,HF-002,Shift 3,WO-14237,COR-007,COL-COR-007-052,129.65,125.65
14681,2026-10-22,Hot Foil Stamping,HF-002,Shift 2,WO-14238,COR-007,COL-COR-007-052,125.65,121.65
14682,2026-10-23,Hot Foil Stamping,HF-001,Shift 3,WO-14239,COR-007,COL-COR-007-052,121.65,117.65
14683,2026-10-25,Hot Foil Stamping,HF-002,Shift 3,WO-14240,COR-004,COL-COR-004-040,42.68,34.7
14684,2026-10-25,HOT FOIL STAMPING,HF-001,Shift 3,WO-14241,COR-007,COL-COR-007-052,117.65,113.65
14685,2026-10-26,hot foil stamping,HF-002,Shift 3,WO-14242,COR-008,COL-COR-008-128,30.78,26.78
14686,2026-10-26,Hot Foil Stamping,HF-002,Shift 2,WO-14243,COR-007,COL-COR-007-052,113.65,109.65
14687,2026-10-27,Hot Foil Stamping,HF-001,Shift 1,WO-14244,COR-004,COL-COR-004-040,34.7,30.7
14688,2026-10-28,Hot Foil Stamping,HF-002,Shift 1,WO-14245,COR-007,COL-COR-007-052,109.65,105.65
14689,2026-10-28,Hot Foil Stamping,HF-002,Shift 2,WO-14246,COR-007,COL-COR-007-052,105.65,101.65
14690,2026-10-29,Hot Foil Stamping,HF-002,Shift 1,WO-14247,COR-008,-,26.78,22.78
14691,2026-10-30,Hot Foil Stamping,HF-002,Shift 3,WO-14248,COR-008,COL-COR-008-128,22.78,18.78
14692,2026-10-30,Hot Foil Stamping,HF-001,Shift 2,WO-14249,COR-008,COL-COR-008-128,18.78,14.78
14693,2026-11-01,Hot Foil Stamping,HF-002,Shift 3,WO-14250,COR-008,COL-COR-008-128,14.78,10.78
14694,2026-11-01,Hot Foil Stamping,HF-001,Shift 2,WO-14251,COR-008,COL-COR-008-128,10.78,6.78
14695,2026-11-01,hot foil stamping,HF-001,Shift 2,WO-14252,COR-008,COL-COR-008-128,6.78,2.78
14696,2026-11-03,Hot Foil Stamping,HF-002,Shift 3,WO-14253,COR-007,COL-COR-007-052,101.65,97.6
14697,2026-11-03,Hot Foil Stamping,HF-002,Shift 2,WO-14254,COR-007,COL-COR-007-052,97.6,93.6
14698,2026-11-04,Hot Foil Stamping,HF-002,Shift 2,WO-14255,COR-007,COL-COR-007-052,93.6,89.6
14699,2026-11-05,Hot Foil Stamping,HF-001,Shift 1,WO-14256,COR-004,COL-COR-004-040,30.7,26.7
14700,2026-11-05,Hot Foil Stamping,HF-001,Shift 3,WO-14257,COR-004,COL-COR-004-040,26.7,20.14
14701,2026-11-06,Hot Foil Stamping,HF-002,shift 1,WO-14258,COR-008,COL-COR-008-128,2.78,0.0
14702,2026-11-06,Hot Foil Stamping,HF-002,Shift 1,WO-14258,COR-008,COL-COR-008-129,87.57,86.34
14703,2026-11-07,Hot Foil Stamping,HF-002,Shift 1,WO-14259,COR-008,COL-COR-008-129,86.34,82.34
14704,2026-11-08,Hot Foil Stamping,HF-002,Shift 3,WO-14260,COR-008,COL-COR-008-129,82.34,78.34
14705,2026-11-09,Hot Foil Stamping,HF-001,Shift 1,WO-14261,COR-004,COL-COR-004-040,20.14,15.72
14706,2026-11-09,Hot Foil Stamping,HF-001,Shift 2,WO-14262,COR-004,COL-COR-004-040,15.72,11.17
14707,2026-11-10,Hot Foil Stamping,HF-001,Shift 3,WO-14263,COR-004,COL-COR-004-040,11.17,7.16
14708,2026-11-11,Hot Foil Stamping,HF-001,Shift 2,WO-14264,COR-008,COL-COR-008-129,78.34,74.34
14709,2026-11-11,Hot Foil Stamping,HF-001,shift 3,WO-14265,COR-008,COL-COR-008-129,74.34,70.34
14710,2026-11-12,Hot Foil Stamping,HF-001,Shift 2,WO-14266,COR-008,COL-COR-008-129,70.34,66.34
14711,2026-11-13,Hot Foil Stamping,HF-001,Shift 2,WO-14267,COR-008,COL-COR-008-129,66.34,62.34
14712,2026-11-14,Hot Foil Stamping,HF-001,Shift 2,WO-14268,COR-008,COL-COR-008-129,62.34,58.34
14713,2026-11-14,Hot Foil Stamping,HF-001,Shift 3,WO-14269,COR-007,COL-COR-007-052,89.6,85.6
14714,2026-11-15,Hot Foil Stamping,HF-001,Shift 2,WO-14270,COR-007,COL-COR-007-052,85.6,81.6
14715,2026-11-15,hot foil stamping,HF-001,Shift 2,WO-14271,COR-007,COL-COR-007-052,81.6,77.6
14716,2026-11-16,Hot Foil Stamping,HF-001,Shift 2,WO-14272,COR-008,COL-COR-008-129,58.34,54.34
14717,2026-11-17,Hot Foil Stamping,HF-001,Shift 2,WO-14273,COR-008,COL-COR-008-129,54.34,50.34
14718,2026-11-18,Hot Foil Stamping,HF-001,Shift 3,WO-14274,COR-008,COL-COR-008-129,50.34,46.34
14719,2026-11-18,Hot Foil Stamping,HF-001,Shift 2,WO-14275,COR-008,COL-COR-008-129,46.34,42.34
14720,2026-11-18,Hot Foil Stamping,HF-002,Shift 2,WO-14276,COR-004,COL-COR-004-040,7.16,3.16
14721,2026-11-19,Hot Foil Stamping,HF-002,Shift 1,WO-14277,COR-004,COL-COR-004-040,3.16,0.0
14722,2026-11-19,Hot Foil Stamping,HF-002,Shift 1,WO-14277,COR-004,COL-COR-004-041,199.99,199.14
14723,2026-11-20,  Hot Foil Stamping  ,HF-002,Shift 2,WO-14278,COR-008,COL-COR-008-129,42.34,38.34
14724,2026-11-21,Hot Foil Stamping,HF-002,Shift 3,WO-14279,COR-008,COL-COR-008-129,38.34,34.34
14725,2026-11-21,HOT FOIL STAMPING,HF-002,Shift 2,WO-14280,COR-008,COL-COR-008-129,34.34,30.34
14726,2026-11-23,Hot Foil Stamping,HF-001,shift 3,WO-14281,COR-004,COL-COR-004-041,199.14,195.14
14727,2026-11-23,Hot Foil Stamping,HF-001,Shift 2,WO-14282,COR-004,COL-COR-004-041,195.14,191.14
14728,2026-11-24,Hot Foil Stamping,HF-001,shift 2,WO-14283,COR-004,COL-COR-004-041,191.14,186.6
14729,2026-11-25,Hot Foil Stamping,HF-002,Shift 3,WO-14284,COR-007,COL-COR-007-052,77.6,73.6
14730,2026-11-25,Hot Foil Stamping,HF-002,Shift 2,WO-14285,COR-008,COL-COR-008-129,30.34,26.34
14731,2026-11-26,Hot Foil Stamping,HF-001,Shift 2,WO-14286,COR-008,COL-COR-008-129,26.34,22.34
14732,2026-11-27,Hot Foil Stamping,HF-001,Shift 3,WO-14287,COR-007,COL-COR-007-052,73.6,69.6
14733,2026-11-27,Hot Foil Stamping,HF-001,Shift 3,WO-14288,COR-008,COL-COR-008-129,22.34,18.34
14734,2026-11-28,Hot Foil Stamping,HF-001,Shift 2,WO-14289,COR-008,COL-COR-008-129,18.34,14.34
14735,2026-11-29,Hot Foil Stamping,HF-001,Shift 2,WO-14290,COR-008,COL-COR-008-129,14.34,10.34
14736,2026-11-30,Hot Foil Stamping,HF-001,Shift 2,WO-14291,COR-007,COL-COR-007-052,69.6,65.6
14737,2026-11-30,Hot Foil Stamping,HF-002,Shift 2,WO-14292,COR-004,COL-COR-004-041,186.6,180.75
14738,2026-12-01,Hot Foil Stamping,HF-002,Shift 3,WO-14293,COR-004,COL-COR-004-041,180.75,175.27
14739,2026-12-02,Hot Foil Stamping,HF-002,Shift 2,WO-14294,COR-004,COL-COR-004-041,175.27,171.27
14740,2026-12-03,Hot Foil Stamping,HF-001,  Shift 2  ,WO-14295,COR-008,COL-COR-008-129,10.34,6.34
14741,2026-12-04,Hot Foil Stamping,HF-002,Shift 1,WO-14296,COR-008,COL-COR-008-129,6.34,2.34
14742,2026-12-05,Hot Foil Stamping,HF-002,Shift 3,WO-14297,COR-008,COL-COR-008-129,2.34,0.0
14743,2026-12-05,Hot Foil Stamping,HF-002,  Shift 3  ,WO-14297,COR-008,COL-COR-008-130,124.5,122.85
14744,2026-12-06,Hot Foil Stamping,HF-002,Shift 3,WO-14298,COR-008,-,122.85,118.85
14745,2026-12-06,Hot Foil Stamping,HF-001,Shift 3,WO-14299,COR-004,COL-COR-004-041,171.27,165.58
14746,2026-12-06,Hot Foil Stamping,HF-001,Shift 3,WO-14300,COR-004,COL-COR-004-041,165.58,159.72
14747,2026-12-07,Hot Foil Stamping,HF-001,Shift 2,WO-14301,COR-004,COL-COR-004-041,159.72,155.72
14748,2026-12-08,Hot Foil Stamping,HF-002,Shift 2,WO-14302,COR-004,COL-COR-004-041,155.72,151.7
14749,2026-12-08,Hot Foil Stamping,HF-002,SHIFT 2,WO-14303,COR-004,-,151.7,145.27
14750,2026-12-09,Hot Foil Stamping,HF-002,Shift 2,WO-14304,COR-004,COL-COR-004-041,145.27,139.09
14751,2026-12-10,Hot Foil Stamping,HF-002,Shift 1,WO-14305,COR-008,COL-COR-008-130,118.85,114.85
14752,2026-12-11,Hot Foil Stamping,HF-002,Shift 3,WO-14306,COR-008,/,114.85,110.85
14753,2026-12-12,  Hot Foil Stamping  ,HF-002,Shift 1,WO-14307,COR-008,COL-COR-008-130,110.85,106.85
14754,2026-12-12,Hot Foil Stamping,HF-002,Shift 1,WO-14308,COR-008,COL-COR-008-130,106.85,102.85
14755,2026-12-13,Hot Foil Stamping,HF-002,Shift 1,WO-14309,COR-008,COL-COR-008-130,102.85,98.85
14756,2026-12-13,Hot Foil Stamping,HF-002,Shift 2,WO-14310,COR-004,COL-COR-004-041,139.09,135.09
14757,2026-12-14,Hot Foil Stamping,HF-001,shift 3,WO-14311,COR-008,COL-COR-008-130,98.85,94.85
14758,2026-12-15,Hot Foil Stamping,HF-001,Shift 3,WO-14312,COR-008,COL-COR-008-130,94.85,90.85
14759,2026-12-15,Hot Foil Stamping,HF-001,Shift 2,WO-14313,COR-007,COL-COR-007-052,65.6,61.6
14760,2026-12-16,hot foil stamping,HF-001,Shift 1,WO-14314,COR-007,COL-COR-007-052,61.6,57.6
