ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,CapId,Material,CapType,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-INJ-005-7088,WO-10954,2026-01-18,Shift 3,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,8661,L,200,0,3,0,3,Conforming,Approved,Approved,Approved - First Pass,2026-01-19 03:26:03.879,—,Elena Santos
LOTE-M-INJ-005-7089,WO-10956,2026-01-19,  Shift 2  ,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,11380,M,315,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-20 12:38:16.751,—,Diogo Ferreira
LOTE-M-INJ-005-7090,WO-10958,2026-01-20,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,18058,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-01-22 01:38:54.165,—,Diogo Ferreira
LOTE-M-INJ-005-7091,WO-10961,2026-01-22,Shift 2,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,21162,M,315,0,0,7,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-24 02:44:56.766,—,Diogo Ferreira
LOTE-M-INJ-008-7092,WO-10963,2026-01-24,Shift 3,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,20093,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2026-01-25 11:11:23.651,—,Elena Santos
LOTE-M-INJ-005-7093,WO-10966,2026-01-26,Shift 3,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,23790,M,315,2,0,10,12,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-26 20:34:15.982,Sealing:2(Re=1),Diogo Ferreira
LOTE-M-INJ-005-7094,WO-10967,2026-01-26,Shift 2,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,9586,L,200,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-27 23:48:24.508,—,Carlos Mendes
LOTE-M-INJ-008-7095,WO-10968,2026-01-27,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,12013,M,315,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-28 12:20:47.918,—,Elena Santos
LOTE-M-INJ-008-7096,WO-10970,2026-01-28,Shift 2,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,16950,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-29 17:59:29.769,—,Ana Silva
LOTE-M-INJ-005-7097,WO-10972,2026-01-30,Shift 3,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,17772,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-30 23:57:06.881,—,Elena Santos
LOTE-M-INJ-005-7098,WO-10975,2026-02-01,Shift 3,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,28432,M,315,0,5,3,8,Conforming,Approved,Approved,Approved - First Pass,2026-02-02 02:12:31.980,—,Carlos Mendes
LOTE-M-INJ-005-7099,WO-10978,2026-02-03,Shift 1,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,23291,M,315,0,8,9,17,Conforming,Approved,Approved,Approved - First Pass,2026-02-04 12:30:07.724,—,Elena Santos
LOTE-M-INJ-005-7100,WO-10979,2026-02-03,Shift 3,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,17206,M,315,0,3,3,6,Conforming,Approved,Approved,Approved - First Pass,2026-02-05 09:49:25.026,—,Diogo Ferreira
LOTE-M-INJ-005-7101,WO-10981,2026-02-05,Shift 1,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,19446,M,315,1,0,3,4,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-06 16:02:26.911,Thread:1(Re=1),Ana Silva
LOTE-M-INJ-005-7102,WO-10983,2026-02-07,Shift 3,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,19293,M,315,0,5,5,10,Conforming,Approved,Approved,Approved - First Pass,2026-02-08 06:02:52.751,—,Elena Santos
LOTE-M-INJ-005-7103,WO-10986,2026-02-09,  Shift 1  ,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,30546,M,315,0,2,9,11,Conforming,Approved,Approved,Approved - First Pass,2026-02-10 15:19:24.381,—,Ana Silva
LOTE-M-INJ-005-7104,WO-10988,2026-02-10,Shift 1,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,18487,M,315,0,7,2,9,Conforming,Approved,Approved,Approved - First Pass,2026-02-11 23:36:06.467,—,Beatriz Costa
LOTE-M-INJ-005-7105,WO-10991,2026-02-12,Shift 1,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,26238,M,315,0,5,9,14,Conforming,Approved,Approved,Approved - First Pass,2026-02-13 09:24:07.297,—,Diogo Ferreira
LOTE-M-INJ-008-7106,WO-10994,2026-02-14,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,32997,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-15 06:25:25.465,—,Carlos Mendes
LOTE-M-INJ-005-7107,WO-10996,2026-02-15,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,10504,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-16 17:37:13.076,—,Carlos Mendes
LOTE-M-INJ-005-7108,WO-10999,2026-02-17,Shift 1,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,24416,M,315,0,4,9,13,Conforming,Approved,Approved,Approved - First Pass,2026-02-18 20:17:26.667,—,Beatriz Costa
LOTE-M-INJ-005-7109,WO-11002,2026-02-19,Shift 1,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,35828,M,315,0,7,3,10,Conforming,Approved,Approved,Approved - First Pass,2026-02-20 19:42:38.296,—,Diogo Ferreira
LOTE-M-INJ-005-7110,WO-11004,2026-02-20,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,17786,M,315,0,4,3,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-22 07:46:49.596,—,Carlos Mendes
LOTE-M-INJ-005-7111,WO-11006,2026-02-22,SHIFT 3,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,21038,M,315,0,5,3,8,Conforming,Approved,Approved,Approved - First Pass,2026-02-22 22:32:34.576,—,Beatriz Costa
LOTE-M-INJ-008-7112,WO-11008,2026-02-23,Shift 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,19434,M,315,1,2,4,7,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-24 15:32:08.992,Thread:1(Re=1),Elena Santos
LOTE-M-INJ-005-7113,WO-11009,2026-02-24,Shift 1,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,13828,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-25 11:29:12.651,—,Elena Santos
LOTE-M-INJ-005-7114,WO-11011,2026-02-25,Shift 2,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,22928,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-27 08:20:14.954,—,Beatriz Costa
LOTE-M-INJ-005-7115,WO-11012,2026-02-26,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,12269,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-02-27 16:40:11.746,—,Ana Silva
LOTE-M-INJ-005-7116,WO-11013,2026-02-27,Shift 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,13232,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-28 06:57:02.718,—,Ana Silva
LOTE-M-INJ-008-7117,WO-11016,2026-03-01,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,24933,M,315,0,2,1,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-02 09:50:51.726,—,Ana Silva
LOTE-M-INJ-008-7118,WO-11018,2026-03-02,SHIFT 2,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,19916,M,315,1,2,8,11,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-03-03 13:21:05.568,—,Carlos Mendes
LOTE-M-INJ-008-7119,WO-11019,2026-03-03,SHIFT 1,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,10266,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-03-04 13:03:24.791,—,Beatriz Costa
LOTE-M-INJ-005-7120,WO-11020,2026-03-04,Shift 3,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,6906,L,200,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-03-05 10:09:02.552,—,Elena Santos
LOTE-M-INJ-008-7121,WO-11022,2026-03-05,Shift 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,23003,M,315,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2026-03-06 14:17:10.719,—,Carlos Mendes
LOTE-M-INJ-008-7122,WO-11023,2026-03-06,Shift 1,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,9548,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-03-07 03:08:01.281,—,Diogo Ferreira
LOTE-M-INJ-008-7123,WO-11025,2026-03-07,Shift 1,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,17161,M,315,0,2,1,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-08 09:29:36.241,—,Carlos Mendes
LOTE-M-INJ-005-7124,WO-11028,2026-03-09,Shift 2,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,31623,M,315,0,3,9,12,Conforming,Approved,Approved,Approved - First Pass,2026-03-11 05:51:00.928,—,Carlos Mendes
LOTE-M-INJ-008-7125,WO-11031,2026-03-11,Shift 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,25777,M,315,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2026-03-12 09:42:50.693,—,Ana Silva
LOTE-M-INJ-005-7126,WO-11033,2026-03-12,shift 3,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,19215,M,315,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2026-03-13 23:27:45.558,—,Diogo Ferreira
LOTE-M-INJ-008-7127,WO-11036,2026-03-14,Shift 3,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,30198,M,315,1,0,9,10,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-16 06:08:59.636,Thread:1(Re=1),Elena Santos
LOTE-M-INJ-005-7128,WO-11038,2026-03-16,Shift 3,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,21508,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2026-03-17 08:19:39.111,—,Ana Silva
LOTE-M-INJ-008-7129,WO-11041,2026-03-18,Shift 3,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,22101,M,315,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2026-03-19 04:48:10.380,—,Beatriz Costa
LOTE-M-INJ-005-7130,WO-11042,2026-03-18,Shift 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,11171,M,315,1,1,3,5,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-19 15:30:39.361,Thread:1(Re=1),Beatriz Costa
LOTE-M-INJ-005-7131,WO-11044,2026-03-20,Shift 3,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,17695,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-03-21 08:22:51.254,—,Beatriz Costa
LOTE-M-INJ-005-7132,WO-11045,2026-03-21,Shift 3,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,12394,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-03-22 04:33:48.841,—,Diogo Ferreira
LOTE-M-INJ-005-7133,WO-11048,2026-03-23,Shift 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,26826,M,315,0,10,9,19,Conforming,Approved,Approved,Approved - First Pass,2026-03-24 10:20:44.076,—,Ana Silva
LOTE-M-INJ-005-7134,WO-11051,2026-03-25,Shift 3,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,31773,M,315,0,5,7,12,Conforming,Approved,Approved,Approved - First Pass,2026-03-26 02:51:05.672,—,Carlos Mendes
LOTE-M-INJ-005-7135,WO-11054,2026-03-26,Shift 3,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,32313,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-03-28 05:47:42.215,—,Beatriz Costa
LOTE-M-INJ-008-7136,WO-11055,2026-03-27,SHIFT 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,10357,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-03-29 09:51:06.270,—,Ana Silva
LOTE-M-INJ-005-7137,WO-11057,2026-03-29,Shift 1,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,11460,M,315,1,1,6,8,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-30 09:21:36.308,Sealing:1(Re=1),Elena Santos
LOTE-M-INJ-005-7138,WO-11060,2026-03-31,Shift 2,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,33170,M,315,0,5,15,20,Conforming,Approved,Approved,Approved - First Pass,2026-04-01 15:29:24.306,—,Ana Silva
LOTE-M-INJ-005-7139,WO-11063,2026-04-02,Shift 2,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,28603,M,315,0,3,0,3,Conforming,Approved,Approved,Approved - First Pass,2026-04-03 20:57:00.579,—,Carlos Mendes
LOTE-M-INJ-008-7140,WO-11065,2026-04-04,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,14201,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-04-05 13:00:21.899,—,Carlos Mendes
LOTE-M-INJ-005-7141,WO-11067,2026-04-05,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,15724,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2026-04-06 19:15:34.118,—,Beatriz Costa
LOTE-M-INJ-008-7142,WO-11068,2026-04-06,Shift 3,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,6992,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-04-07 09:36:49.665,—,Diogo Ferreira
LOTE-M-INJ-005-7143,WO-11071,2026-04-08,Shift 3,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,35754,M,315,0,5,3,8,Conforming,Approved,Approved,Approved - First Pass,2026-04-09 05:41:38.283,—,Ana Silva
LOTE-M-INJ-008-7144,WO-11072,2026-04-08,Shift 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,11408,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-04-10 04:48:25.115,—,Beatriz Costa
LOTE-M-INJ-008-7145,WO-11074,2026-04-10,Shift 3,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,17182,M,315,0,2,8,10,Conforming,Approved,Approved,Approved - First Pass,2026-04-11 09:40:28.697,—,Carlos Mendes
LOTE-M-INJ-005-7146,WO-11076,2026-04-11,SHIFT 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,24484,M,315,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2026-04-12 07:49:27.992,—,Ana Silva
LOTE-M-INJ-008-7147,WO-11077,2026-04-12,Shift 1,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,7067,L,200,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-04-13 10:23:24.266,—,Carlos Mendes
LOTE-M-INJ-005-7148,WO-11079,2026-04-13,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,24510,M,315,1,1,10,12,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-04-14 23:55:53.703,—,Diogo Ferreira
LOTE-M-INJ-008-7149,WO-11082,2026-04-16,Shift 3,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,26885,M,315,0,0,9,9,Conforming,Approved,Approved,Approved - First Pass,2026-04-16 22:07:14.031,—,Carlos Mendes
LOTE-M-INJ-008-7150,WO-11083,2026-04-16,shift 1,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,7283,L,200,0,2,1,3,Conforming,Approved,Approved,Approved - First Pass,2026-04-17 14:40:30.066,—,Elena Santos
LOTE-M-INJ-005-7151,WO-11084,2026-04-17,Shift 1,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,12208,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-04-18 09:56:47.571,—,Ana Silva
LOTE-M-INJ-008-7152,WO-11087,2026-04-19,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,25333,M,315,0,0,7,7,Conforming,Approved,Approved,Approved - First Pass,2026-04-20 06:50:51.559,—,Diogo Ferreira
LOTE-M-INJ-008-7153,WO-11089,2026-04-20,Shift 1,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,16158,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-04-21 10:01:29.851,—,Carlos Mendes
LOTE-M-INJ-008-7154,WO-11091,2026-04-21,Shift 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,21933,M,315,2,4,5,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-04-22 18:28:43.377,Thread:1(Re=1),Diogo Ferreira
LOTE-M-INJ-005-7155,WO-11093,2026-04-22,Shift 3,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,20901,M,315,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2026-04-23 15:29:58.353,—,Ana Silva
LOTE-M-INJ-008-7156,WO-11096,2026-04-25,Shift 3,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,26868,M,315,0,4,6,10,Conforming,Approved,Approved,Approved - First Pass,2026-04-25 15:42:51.343,—,Carlos Mendes
LOTE-M-INJ-005-7157,WO-11098,2026-04-26,Shift 3,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,20054,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2026-04-26 23:21:28.705,—,Diogo Ferreira
LOTE-M-INJ-008-7158,WO-11099,2026-04-26,shift 2,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,3983,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-04-27 19:30:36.518,—,Diogo Ferreira
LOTE-M-INJ-005-7159,WO-11101,2026-04-28,Shift 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,17239,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-04-29 02:37:42.378,—,Diogo Ferreira
LOTE-M-INJ-008-7160,WO-11104,2026-04-30,Shift 3,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,28095,M,315,0,5,0,5,Conforming,Approved,Approved,Approved - First Pass,2026-05-01 12:14:02.128,—,Beatriz Costa
LOTE-M-INJ-005-7161,WO-11107,2026-05-02,Shift 2,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,23100,M,315,1,4,10,15,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-05-03 18:49:13.849,Sealing:1(Re=1),Elena Santos
LOTE-M-INJ-008-7162,WO-11110,2026-05-05,Shift 3,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,42950,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2026-05-06 00:18:52.288,—,Beatriz Costa
LOTE-M-INJ-008-7163,WO-11112,2026-05-06,Shift 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,22564,M,315,0,5,8,13,Conforming,Approved,Approved,Approved - First Pass,2026-05-07 20:33:12.837,—,Beatriz Costa
LOTE-M-INJ-005-7164,WO-11115,2026-05-08,shift 1,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,27958,M,315,0,5,9,14,Conforming,Approved,Approved,Approved - First Pass,2026-05-09 19:04:30.768,—,Diogo Ferreira
LOTE-M-INJ-008-7165,WO-11116,2026-05-09,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,6853,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-05-10 06:20:38.368,—,Carlos Mendes
LOTE-M-INJ-005-7166,WO-11117,2026-05-09,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,12432,M,315,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2026-05-11 02:00:10.134,—,Carlos Mendes
LOTE-M-INJ-008-7167,WO-11120,2026-05-12,Shift 3,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,24189,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-05-12 23:55:31.238,—,Ana Silva
LOTE-M-INJ-008-7168,WO-11122,2026-05-13,Shift 3,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,17186,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-05-14 04:57:16.725,—,Elena Santos
LOTE-M-INJ-008-7169,WO-11123,2026-05-13,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,3500,L,200,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2026-05-14 15:27:36.941,—,Diogo Ferreira
LOTE-M-INJ-005-7170,WO-11124,2026-05-14,Shift 3,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,4903,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-05-15 09:16:27.690,—,Elena Santos
LOTE-M-INJ-005-7171,WO-11126,2026-05-15,Shift 2,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,17748,M,315,0,5,0,5,Conforming,Approved,Approved,Approved - First Pass,2026-05-16 10:49:07.596,—,Beatriz Costa
LOTE-M-INJ-008-7172,WO-11128,2026-05-17,shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,19821,M,315,0,5,3,8,Conforming,Approved,Approved,Approved - First Pass,2026-05-18 01:01:40.003,—,Beatriz Costa
LOTE-M-INJ-008-7173,WO-11131,2026-05-18,SHIFT 3,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,24566,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2026-05-19 23:26:26.819,—,Carlos Mendes
LOTE-M-INJ-008-7174,WO-11134,2026-05-20,Shift 2,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,29508,M,315,0,3,12,15,Conforming,Approved,Approved,Approved - First Pass,2026-05-22 06:17:55.495,—,Diogo Ferreira
LOTE-M-INJ-005-7175,WO-11136,2026-05-22,Shift 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,24903,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-05-23 14:35:45.660,—,Diogo Ferreira
LOTE-M-INJ-005-7176,WO-11138,2026-05-23,shift 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,21753,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-05-24 21:23:58.923,—,Elena Santos
LOTE-M-INJ-008-7177,WO-11140,2026-05-25,Shift 3,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,24816,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-05-26 17:19:05.745,—,Diogo Ferreira
LOTE-M-INJ-005-7178,WO-11141,2026-05-25,Shift 3,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,9015,L,200,1,1,5,7,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-05-26 18:50:56.360,Sealing:1(Re=1),Elena Santos
LOTE-M-INJ-008-7179,WO-11142,2026-05-26,Shift 2,IM-005,M-INJ-008,TF-008-PP-PCR-28410,PP-PCR,Flip Top,5583,L,200,1,1,4,6,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-05-27 06:18:00.128,—,Diogo Ferreira
LOTE-M-INJ-005-7180,WO-11144,2026-05-27,  Shift 2  ,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,26026,M,315,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2026-05-29 03:28:22.985,—,Ana Silva
LOTE-M-INJ-005-7181,WO-11147,2026-05-29,Shift 3,IM-005,M-INJ-005,TF-005-PP-24410,PP,Flip Top,24173,M,315,0,8,6,14,Conforming,Approved,Approved,Approved - First Pass,2026-05-31 15:23:04.937,—,Diogo Ferreira
LOTE-M-INJ-008-7182,WO-11150,2026-06-01,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,37305,M,315,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2026-06-02 09:56:08.514,—,Diogo Ferreira
LOTE-M-INJ-008-7183,WO-11152,2026-06-02,Shift 2,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,16280,M,315,1,0,2,3,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-06-03 23:00:00.038,Sealing:1(Re=1),Elena Santos
LOTE-M-INJ-005-7184,WO-11155,2026-06-04,Shift 2,IM-005,M-INJ-005,TF-005-HDPE-24410,HDPE,Flip Top,25886,M,315,1,5,16,22,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-06-05 19:45:25.853,Thread:1(Re=1),Carlos Mendes
LOTE-M-INJ-005-7185,WO-11157,2026-06-06,Shift 1,IM-005,M-INJ-005,TF-005-PP-PCR-24410,PP-PCR,Flip Top,9840,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2026-06-07 05:09:16.519,—,Elena Santos
LOTE-M-INJ-008-7186,WO-11159,2026-06-07,Shift 1,IM-005,M-INJ-008,TF-008-HDPE-28410,HDPE,Flip Top,12549,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-06-08 07:44:46.655,—,Beatriz Costa
LOTE-M-INJ-008-7187,WO-11162,2026-06-09,  Shift 3  ,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,29833,M,315,1,4,11,16,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-06-10 16:00:20.220,Sealing:1(Re=1),Diogo Ferreira
LOTE-M-INJ-008-7188,WO-11165,2026-06-11,Shift 1,IM-005,M-INJ-008,TF-008-PP-28410,PP,Flip Top,29235,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2026-06-12 12:42:59.619,—,Diogo Ferreira
