NCId,Date,Type,Source,Area,Process,Category,Severity,RelatedRecordId
NC-00627,2026-03-09,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6859
NC-00628,2026-03-13,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6860
NC-00629,2026-03-19,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6861
NC-00630,2026-03-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6862
NC-00631,2026-03-29,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-004-6863
NC-00632,2026-04-04,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6864
NC-00633,2026-04-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6865
NC-00634,2026-04-18,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6866
NC-00635,2026-04-19,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-004-6867
NC-00636,2026-04-30,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6868
NC-00637,2026-05-03,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6869
NC-00638,2026-05-13,Internal,Lot Rework,Production,  Injection Molding  ,In-Process Quality Deviation,Minor,LOTE-M-INJ-004-6871
NC-00639,2026-05-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6872
NC-00640,2026-05-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6873
NC-00641,2026-05-31,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6875
NC-00642,2026-06-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6877
NC-00643,2026-06-23,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6884
NC-00644,2026-07-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6885
NC-00645,2026-07-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6888
NC-00646,2026-07-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6890
NC-00647,2026-08-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6891
NC-00648,2026-08-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6892
NC-00649,2026-08-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6893
NC-00650,2026-08-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6896
NC-00651,2026-09-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6897
NC-00652,2026-09-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6899
NC-00653,2026-09-10,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-004-6900
NC-00654,2026-09-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6901
NC-00655,2026-09-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-004-6902
NC-00656,2026-09-27,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6903
NC-00657,2026-09-30,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6904
NC-00658,2026-10-01,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6905
NC-00659,2026-10-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6906
NC-00660,2026-10-12,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6907
NC-00661,2026-10-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6908
NC-00662,2026-10-19,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6909
NC-00663,2026-10-30,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6910
NC-00664,2026-11-02,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-007-6911
NC-00665,2026-11-13,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6912
NC-00666,2026-11-14,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-007-6913
NC-00667,2026-11-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6914
NC-00668,2026-12-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6919
NC-00669,2025-07-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6929
NC-00670,2025-07-14,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6931
NC-00671,2025-07-19,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-6935
NC-00672,2025-07-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6937
NC-00673,2025-08-02,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6947
NC-00674,2025-08-07,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-6951
NC-00675,2025-08-13,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6955
NC-00676,2025-08-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-6957
NC-00677,2025-08-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-6960
NC-00678,2025-08-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-6962
NC-00679,2025-09-06,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6978
NC-00680,2025-09-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-6981
NC-00681,2025-09-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6986
NC-00682,2025-09-16,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6987
NC-00683,2025-09-19,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-6989
NC-00684,2025-10-02,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-6999
NC-00685,2025-10-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7006
NC-00686,2025-10-16,Internal,Lot Concession/Deviation,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7011
NC-00687,2025-10-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7012
NC-00688,2025-10-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7017
NC-00689,2025-10-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7019
NC-00690,2025-11-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7038
NC-00691,2025-12-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7067
NC-00692,2026-01-13,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7083
NC-00693,2026-01-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7093
NC-00694,2026-02-05,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7101
NC-00695,2026-02-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7112
NC-00696,2026-03-02,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7118
NC-00697,2026-03-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7127
NC-00698,2026-03-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7130
NC-00699,2026-03-29,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7137
NC-00700,2026-04-13,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7148
NC-00701,2026-04-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7154
NC-00702,2026-05-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7161
NC-00703,2026-05-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7178
NC-00704,2026-05-26,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7179
NC-00705,2026-06-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7183
NC-00706,2026-06-04,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7184
NC-00707,2026-06-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7187
NC-00708,2026-06-17,Internal,Lot Concession/Deviation,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7192
NC-00709,2026-06-19,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7194
NC-00710,2026-07-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7217
NC-00711,2026-08-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7232
NC-00712,2026-08-15,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7235
NC-00713,2026-08-16,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7236
NC-00714,2026-09-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7254
NC-00715,2026-09-08,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7257
NC-00716,2026-09-25,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7270
NC-00717,2026-10-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7293
NC-00718,2026-10-28,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7298
NC-00719,2026-11-03,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7303
NC-00720,2026-11-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7304
NC-00721,2026-11-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7309
NC-00722,2026-11-13,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7311
NC-00723,2026-11-26,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-005-7321
NC-00724,2026-11-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7322
NC-00725,2026-12-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7328
NC-00726,2026-12-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7333
NC-00727,2026-12-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7334
NC-00728,2026-12-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-008-7339
NC-00729,2025-07-02,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7351
NC-00730,2025-07-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7354
NC-00731,2025-07-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7357
NC-00732,2025-08-03,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7376
NC-00733,2025-08-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7377
NC-00734,2025-08-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7378
NC-00735,2025-08-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7386
NC-00736,2025-08-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7397
NC-00737,2025-09-01,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7401
NC-00738,2025-09-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7407
NC-00739,2025-09-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7408
NC-00740,2025-09-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7415
NC-00741,2025-09-23,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7416
NC-00742,2025-10-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7444
NC-00743,2025-11-16,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7459
NC-00744,2025-11-27,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7466
NC-00745,2026-01-07,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7501
NC-00746,2026-02-10,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7524
NC-00747,2026-02-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7526
NC-00748,2026-02-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7530
NC-00749,2026-02-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7534
NC-00750,2026-02-27,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7535
NC-00751,2026-03-18,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7549
NC-00752,2026-03-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7550
NC-00753,2026-03-30,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7557
NC-00754,2026-04-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7571
NC-00755,2026-04-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7576
NC-00756,2026-04-29,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7579
NC-00757,2026-05-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7582
NC-00758,2026-05-08,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7588
NC-00759,2026-05-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7592
NC-00760,2026-05-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7598
NC-00761,2026-05-29,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7604
NC-00762,2026-05-30,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7605
NC-00763,2026-06-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7609
NC-00764,2026-06-19,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7622
NC-00765,2026-06-21,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7623
NC-00766,2026-06-23,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7625
NC-00767,2026-07-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7652
NC-00768,2026-07-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7654
NC-00769,2026-07-31,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7657
NC-00770,2026-08-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7667
NC-00771,2026-08-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7671
NC-00772,2026-08-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7674
NC-00773,2026-08-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7681
NC-00774,2026-09-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7686
NC-00775,2026-09-29,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7706
NC-00776,2026-10-07,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7715
NC-00777,2026-10-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7716
NC-00778,2026-10-27,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7731
NC-00779,2026-11-15,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7745
NC-00780,2026-11-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-009-7746
NC-00781,2026-11-29,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7757
NC-00782,2026-12-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7762
NC-00783,2026-12-07,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7764
NC-00784,2026-12-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-006-7781
NC-00785,2025-11-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-7788
NC-00786,2025-07-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2003
NC-00787,2025-07-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2008
NC-00788,2025-07-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2020
NC-00789,2025-09-10,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2052
NC-00790,2025-09-21,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2060
NC-00791,2025-10-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2072
NC-00792,2025-10-08,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2073
NC-00793,2025-10-29,Internal,Lot Rejection,Production,  Screen Printing  ,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2094
NC-00794,2025-11-01,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2096
NC-00795,2025-11-07,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2103
NC-00796,2025-11-12,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2110
NC-00797,2025-11-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2114
NC-00798,2025-11-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2123
NC-00799,2026-01-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2158
NC-00800,2026-02-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2169
NC-00801,2026-02-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2183
NC-00802,2026-03-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2188
NC-00803,2026-03-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2189
NC-00804,2026-03-05,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2190
NC-00805,2026-03-23,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2205
NC-00806,2026-04-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2214
NC-00807,2026-04-17,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2225
NC-00808,2026-04-23,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2230
NC-00809,2026-04-26,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2232
NC-00810,2026-05-15,Internal,Lot Rework,Production,screen printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2248
NC-00811,2026-05-26,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2256
NC-00812,2026-06-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2261
NC-00813,2026-06-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2280
NC-00814,2026-06-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2282
NC-00815,2026-07-06,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2294
NC-00816,2026-07-09,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2296
NC-00817,2026-07-11,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2297
NC-00818,2026-08-29,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2338
NC-00819,2026-08-30,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2339
NC-00820,2026-09-22,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2359
NC-00821,2026-09-27,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2362
NC-00822,2026-10-09,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-001-2370
NC-00823,2026-10-18,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2376
NC-00824,2026-11-02,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-007-2388
NC-00825,2025-09-06,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2487
NC-00826,2026-02-12,Internal,Lot Rework,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2623
NC-00827,2026-02-15,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2625
NC-00828,2026-03-02,Internal,Lot Rejection,Production,SCREEN PRINTING,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2636
NC-00829,2026-07-04,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2742
NC-00830,2026-07-19,Internal,Lot Concession/Deviation,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2755
NC-00831,2026-08-24,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2780
NC-00832,2026-09-06,Internal,Lot Rework,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2791
NC-00833,2026-09-21,Internal,Lot Rejection,Production,Screen Printing,Decoration Quality Deviation,Major,LOTE-SK-M-SOP-008-2806
