WorkOrder,Process,MachineId,MoldId,ProductionDate,BarrelTemperatureC,InjectionSpeedPct,CoolingTimeSec,PackingPressureBar,MoldTemperatureC,MoldHumidityPct
WO-5824,Blow Molding,ISBM-007,M-SOP-020,2025-08-22,,,9.7,,43.7,48.6
WO-5825,Blow Molding,ISBM-007,M-SOP-002,2025-08-23,,,10.2,,45.9,47.3
WO-5826,Blow Molding,ISBM-007,M-SOP-002,2025-08-24,,,10.4,,41.6,46.8
WO-5827,Blow Molding,ISBM-007,M-SOP-002,2025-08-25,,,9.1,,45.7,43.9
WO-5828,Blow Molding,ISBM-007,M-SOP-002,2025-08-25,,,10.1,,46.0,53.4
WO-5829,Blow Molding,ISBM-007,M-SOP-017,2025-08-26,,,7.8,,38.2,46.6
WO-5830,Blow Molding,ISBM-007,M-SOP-017,2025-08-26,,,10.2,,42.8,40.1
WO-5831,Blow Molding,ISBM-007,M-SOP-002,2025-08-27,,,7.2,,48.3,46.0
WO-5832,BLOW MOLDING,ISBM-007,M-SOP-002,2025-08-28,,,11.1,,51.0,48.5
WO-5833,Blow Molding,ISBM-007,M-SOP-002,2025-08-29,,,11.1,,37.2,50.7
WO-5834,Blow Molding,ISBM-007,M-SOP-002,2025-08-29,,,8.9,,39.7,42.2
WO-5835,Blow Molding,ISBM-007,M-SOP-002,2025-08-30,,,10.2,,43.6,48.5
WO-5836,Blow Molding,ISBM-007,M-SOP-015,2025-08-30,,,8.0,,36.7,50.6
WO-5837,Blow Molding,ISBM-007,M-SOP-017,2025-08-31,,,9.2,,41.8,49.3
WO-5838,Blow Molding,ISBM-007,M-SOP-017,2025-09-01,,,9.0,,40.7,47.3
WO-5839,Blow Molding,ISBM-007,M-SOP-002,2025-09-02,,,11.8,,43.5,42.9
WO-5840,Blow Molding,ISBM-007,M-SOP-002,2025-09-03,,,10.4,,40.9,45.2
WO-5841,Blow Molding,ISBM-007,M-SOP-002,2025-09-03,,,8.6,,41.2,58.7
WO-5842,BLOW MOLDING,ISBM-007,M-SOP-015,2025-09-04,,,9.4,,42.1,48.6
WO-5843,Blow Molding,ISBM-007,M-SOP-015,2025-09-05,,,7.3,,36.5,49.6
WO-5844,Blow Molding,ISBM-007,M-SOP-017,2025-09-06,,,9.1,,44.7,45.8
WO-5845,Blow Molding,ISBM-007,M-SOP-017,2025-09-06,,,8.0,,42.3,51.8
WO-5846,Blow Molding,ISBM-007,M-SOP-017,2025-09-07,,,9.6,,40.3,37.2
WO-5847,Blow Molding,ISBM-007,M-SOP-002,2025-09-07,,,9.5,,41.5,48.2
WO-5848,Blow Molding,ISBM-007,M-SOP-002,2025-09-08,,,9.3,,40.9,45.4
WO-5849,Blow Molding,ISBM-007,M-SOP-017,2025-09-09,,,9.6,,38.3,52.3
WO-5850,Blow Molding,ISBM-007,M-SOP-020,2025-09-09,,,9.3,,43.8,45.5
WO-5851,Blow Molding,ISBM-007,M-SOP-020,2025-09-10,,,9.3,,50.6,43.6
WO-5852,Blow Molding,ISBM-007,M-SOP-020,2025-09-11,,,7.7,,42.9,49.8
WO-5853,Blow Molding,ISBM-007,M-SOP-002,2025-09-11,,,8.7,,44.6,53.0
WO-5854,Blow Molding,ISBM-007,M-SOP-017,2025-09-12,,,11.3,,47.9,45.3
WO-5855,Blow Molding,ISBM-007,M-SOP-017,2025-09-13,,,8.6,,44.1,46.0
WO-5856,Blow Molding,ISBM-007,M-SOP-015,2025-09-13,,,8.9,,41.4,48.9
WO-5857,Blow Molding,ISBM-007,M-SOP-015,2025-09-14,,,9.0,,50.1,45.6
WO-5858,Blow Molding,ISBM-007,M-SOP-017,2025-09-15,,,7.7,,36.7,45.9
WO-5859,Blow Molding,ISBM-007,M-SOP-017,2025-09-15,,,8.5,,39.4,45.1
WO-5860,Blow Molding,ISBM-007,M-SOP-015,2025-09-16,,,11.2,,34.5,47.7
WO-5861,Blow Molding,ISBM-007,M-SOP-015,2025-09-16,,,9.0,,43.1,54.5
WO-5862,Blow Molding,ISBM-007,M-SOP-015,2025-09-17,,,10.7,,42.4,44.4
WO-5863,Blow Molding,ISBM-007,M-SOP-015,2025-09-18,,,8.8,,47.9,39.5
WO-5864,Blow Molding,ISBM-007,M-SOP-015,2025-09-18,,,9.9,,37.4,43.5
WO-5865,Blow Molding,ISBM-007,M-SOP-017,2025-09-19,,,8.6,,38.3,48.6
WO-5866,Blow Molding,ISBM-007,M-SOP-017,2025-09-19,,,9.8,,43.5,46.0
WO-5867,Blow Molding,ISBM-007,M-SOP-015,2025-09-20,,,9.7,,34.5,51.6
WO-5868,Blow Molding,ISBM-007,M-SOP-015,2025-09-21,,,10.6,,44.1,45.9
WO-5869,Blow Molding,ISBM-007,M-SOP-015,2025-09-22,,,9.5,,37.8,47.8
WO-5870,Blow Molding,ISBM-007,M-SOP-017,2025-09-22,,,8.6,,37.7,50.9
WO-5871,Blow Molding,ISBM-007,M-SOP-017,2025-09-23,,,10.4,,48.8,43.5
WO-5872,Blow Molding,ISBM-007,M-SOP-017,2025-09-24,,,8.6,,43.1,41.8
WO-5873,Blow Molding,ISBM-007,M-SOP-017,2025-09-25,,,8.9,,44.3,42.0
WO-5874,Blow Molding,ISBM-007,M-SOP-017,2025-09-26,,,10.4,,40.7,43.2
WO-5875,Blow Molding,ISBM-007,M-SOP-017,2025-09-26,,,10.0,,42.9,47.4
WO-5876,Blow Molding,ISBM-007,M-SOP-015,2025-09-27,,,9.8,,40.1,54.9
WO-5877,Blow Molding,ISBM-007,M-SOP-015,2025-09-28,,,12.5,,43.1,40.4
WO-5878,Blow Molding,ISBM-007,M-SOP-002,2025-09-28,,,11.0,,40.1,43.6
WO-5879,blow molding,ISBM-007,M-SOP-015,2025-09-29,,,8.4,,43.7,41.2
WO-5880,Blow Molding,ISBM-007,M-SOP-015,2025-09-30,,,10.8,,39.5,47.0
WO-5881,Blow Molding,ISBM-007,M-SOP-020,2025-10-01,,,9.7,,38.4,46.8
WO-5882,Blow Molding,ISBM-007,M-SOP-020,2025-10-01,,,7.9,,42.4,46.0
WO-5883,Blow Molding,ISBM-007,M-SOP-017,2025-10-02,,,11.0,,42.1,43.3
WO-5884,Blow Molding,ISBM-007,M-SOP-017,2025-10-03,,,9.3,,45.2,45.5
WO-5885,Blow Molding,ISBM-007,M-SOP-015,2025-10-03,,,8.5,,42.3,45.3
WO-5886,  Blow Molding  ,ISBM-007,M-SOP-015,2025-10-04,,,10.2,,36.8,55.4
WO-5887,Blow Molding,ISBM-007,M-SOP-015,2025-10-05,,,7.7,,44.1,48.4
WO-5888,Blow Molding,ISBM-007,M-SOP-020,2025-10-05,,,11.1,,47.1,49.9
WO-5889,Blow Molding,ISBM-007,M-SOP-015,2025-10-06,,,10.1,,41.8,50.2
WO-5890,Blow Molding,ISBM-007,M-SOP-015,2025-10-07,,,8.6,,43.8,41.3
WO-5891,Blow Molding,ISBM-007,M-SOP-020,2025-10-07,,,8.9,,40.7,46.9
WO-5892,Blow Molding,ISBM-007,M-SOP-020,2025-10-08,,,9.4,,42.2,47.6
WO-5893,  Blow Molding  ,ISBM-007,M-SOP-015,2025-10-09,,,8.6,,43.9,41.9
WO-5894,Blow Molding,ISBM-007,M-SOP-015,2025-10-10,,,9.7,,45.3,56.1
WO-5895,Blow Molding,ISBM-007,M-SOP-015,2025-10-10,,,10.8,,45.8,57.7
WO-5896,Blow Molding,ISBM-007,M-SOP-017,2025-10-11,,,9.6,,41.6,50.6
WO-5897,Blow Molding,ISBM-007,M-SOP-020,2025-10-12,,,8.2,,45.4,53.1
WO-5898,Blow Molding,ISBM-007,M-SOP-020,2025-10-12,,,11.3,,46.1,39.1
WO-5899,BLOW MOLDING,ISBM-007,M-SOP-020,2025-10-13,,,9.3,,42.5,55.8
WO-5900,Blow Molding,ISBM-007,M-SOP-020,2025-10-14,,,9.2,,43.0,49.4
WO-5901,Blow Molding,ISBM-007,M-SOP-020,2025-10-15,,,9.1,,42.8,51.4
WO-5902,Blow Molding,ISBM-007,M-SOP-015,2025-10-15,,,9.7,,45.5,54.9
WO-5903,Blow Molding,ISBM-007,M-SOP-015,2025-10-16,,,9.2,,42.7,49.4
WO-5904,Blow Molding,ISBM-007,M-SOP-015,2025-10-16,,,10.2,,41.8,50.3
WO-5905,Blow Molding,ISBM-007,M-SOP-015,2025-10-17,,,10.1,,44.3,43.0
WO-5906,Blow Molding,ISBM-007,M-SOP-015,2025-10-18,,,10.2,,45.3,46.6
WO-5907,Blow Molding,ISBM-007,M-SOP-017,2025-10-18,,,10.5,,43.4,42.0
WO-5908,Blow Molding,ISBM-007,M-SOP-017,2025-10-19,,,9.5,,46.1,43.2
WO-5909,Blow Molding,ISBM-007,M-SOP-020,2025-10-19,,,10.5,,47.9,44.8
WO-5910,blow molding,ISBM-007,M-SOP-020,2025-10-20,,,9.1,,39.3,50.7
WO-5911,Blow Molding,ISBM-007,M-SOP-017,2025-10-21,,,9.5,,44.9,46.2
WO-5912,Blow Molding,ISBM-007,M-SOP-017,2025-10-21,,,9.7,,42.3,52.8
WO-5913,blow molding,ISBM-007,M-SOP-017,2025-10-22,,,8.0,,40.9,47.0
WO-5914,Blow Molding,ISBM-007,M-SOP-017,2025-10-23,,,8.1,,37.8,44.8
WO-5915,Blow Molding,ISBM-007,M-SOP-017,2025-10-23,,,9.1,,40.9,47.7
WO-5916,Blow Molding,ISBM-007,M-SOP-020,2025-10-24,,,9.9,,43.8,47.3
WO-5917,Blow Molding,ISBM-007,M-SOP-002,2025-10-25,,,8.8,,42.1,44.9
WO-5918,Blow Molding,ISBM-007,M-SOP-017,2025-10-25,,,8.9,,41.1,47.7
WO-5919,Blow Molding,ISBM-007,M-SOP-017,2025-10-26,,,10.1,,40.0,52.2
WO-5920,Blow Molding,ISBM-007,M-SOP-017,2025-10-26,,,8.2,,48.5,45.9
WO-5921,Blow Molding,ISBM-007,M-SOP-017,2025-10-27,,,9.7,,42.7,49.7
WO-5922,Blow Molding,ISBM-007,M-SOP-017,2025-10-28,,,8.2,,40.4,44.0
WO-5923,Blow Molding,ISBM-007,M-SOP-017,2025-10-28,,,10.4,,38.1,47.6
WO-5924,Blow Molding,ISBM-007,M-SOP-017,2025-10-28,,,8.8,,45.6,45.9
WO-5925,Blow Molding,ISBM-007,M-SOP-017,2025-10-29,,,7.3,,38.7,48.2
WO-5926,Blow Molding,ISBM-007,M-SOP-017,2025-10-30,,,8.8,,44.1,46.4
WO-5927,Blow Molding,ISBM-007,M-SOP-017,2025-10-30,,,8.9,,42.6,50.3
WO-5928,blow molding,ISBM-007,M-SOP-017,2025-10-31,,,10.6,,41.5,47.8
WO-5929,Blow Molding,ISBM-007,M-SOP-015,2025-10-31,,,9.6,,43.1,48.9
WO-5930,Blow Molding,ISBM-007,M-SOP-015,2025-11-01,,,9.8,,40.3,56.8
WO-5931,Blow Molding,ISBM-007,M-SOP-015,2025-11-02,,,9.3,,42.7,45.1
WO-5932,Blow Molding,ISBM-007,M-SOP-015,2025-11-03,,,12.2,,41.4,47.6
WO-5933,Blow Molding,ISBM-007,M-SOP-015,2025-11-03,,,8.3,,36.3,41.9
WO-5934,Blow Molding,ISBM-007,M-SOP-020,2025-11-04,,,12.2,,45.9,56.5
WO-5935,Blow Molding,ISBM-007,M-SOP-015,2025-11-05,,,10.8,,41.3,53.2
WO-5936,Blow Molding,ISBM-007,M-SOP-002,2025-11-06,,,8.5,,38.1,41.8
WO-5937,Blow Molding,ISBM-007,M-SOP-002,2025-11-06,,,9.3,,44.4,52.3
WO-5938,Blow Molding,ISBM-007,M-SOP-017,2025-11-07,,,8.2,,43.1,48.8
WO-5939,Blow Molding,ISBM-007,M-SOP-017,2025-11-07,,,11.2,,41.0,49.3
WO-5940,Blow Molding,ISBM-007,M-SOP-017,2025-11-08,,,8.0,,46.6,41.6
WO-5941,Blow Molding,ISBM-007,M-SOP-020,2025-11-08,,,9.4,,38.8,57.9
WO-5942,BLOW MOLDING,ISBM-007,M-SOP-002,2025-11-09,,,10.2,,38.8,41.8
WO-5943,Blow Molding,ISBM-007,M-SOP-017,2025-11-10,,,10.3,,46.5,52.6
WO-5944,Blow Molding,ISBM-007,M-SOP-017,2025-11-10,,,10.6,,47.2,55.4
WO-5945,Blow Molding,ISBM-007,M-SOP-017,2025-11-11,,,8.3,,41.6,44.9
WO-5946,Blow Molding,ISBM-007,M-SOP-017,2025-11-12,,,9.4,,41.2,50.8
WO-5947,Blow Molding,ISBM-007,M-SOP-017,2025-11-12,,,10.7,,46.3,49.3
WO-5948,Blow Molding,ISBM-007,M-SOP-017,2025-11-13,,,9.6,,36.9,53.0
WO-5949,Blow Molding,ISBM-007,M-SOP-017,2025-11-14,,,8.4,,39.4,46.2
WO-5950,Blow Molding,ISBM-007,M-SOP-020,2025-11-14,,,8.5,,44.2,45.5
WO-5951,Blow Molding,ISBM-007,M-SOP-002,2025-11-15,,,8.9,,40.9,50.3
WO-5952,Blow Molding,ISBM-007,M-SOP-002,2025-11-15,,,9.1,,40.4,46.8
WO-5953,Blow Molding,ISBM-007,M-SOP-015,2025-11-16,,,8.2,,43.0,54.9
WO-5954,Blow Molding,ISBM-007,M-SOP-020,2025-11-17,,,11.3,,45.5,50.3
WO-5955,Blow Molding,ISBM-007,M-SOP-020,2025-11-18,,,10.0,,42.0,54.6
WO-5956,  Blow Molding  ,ISBM-007,M-SOP-020,2025-11-18,,,10.0,,43.8,51.4
WO-5957,Blow Molding,ISBM-007,M-SOP-015,2025-11-19,,,8.7,,39.6,52.6
WO-5958,Blow Molding,ISBM-007,M-SOP-002,2025-11-19,,,11.2,,38.1,43.8
WO-5959,Blow Molding,ISBM-007,M-SOP-002,2025-11-20,,,9.5,,37.0,52.4
WO-5960,Blow Molding,ISBM-007,M-SOP-002,2025-11-21,,,9.4,,42.2,51.0
WO-5961,Blow Molding,ISBM-007,M-SOP-020,2025-11-22,,,9.4,,43.1,44.1
WO-5962,BLOW MOLDING,ISBM-007,M-SOP-015,2025-11-22,,,9.1,,38.5,43.6
WO-5963,Blow Molding,ISBM-007,M-SOP-015,2025-11-23,,,9.4,,40.6,42.0
WO-5964,Blow Molding,ISBM-007,M-SOP-020,2025-11-23,,,9.6,,42.8,47.8
WO-5965,Blow Molding,ISBM-007,M-SOP-020,2025-11-24,,,10.9,,40.9,49.3
WO-5966,Blow Molding,ISBM-007,M-SOP-020,2025-11-25,,,9.0,,32.3,53.5
WO-5967,Blow Molding,ISBM-007,M-SOP-015,2025-11-25,,,8.6,,48.4,47.8
WO-5968,Blow Molding,ISBM-007,M-SOP-015,2025-11-26,,,10.0,,38.9,40.2
WO-5969,blow molding,ISBM-007,M-SOP-015,2025-11-27,,,8.8,,40.6,44.7
WO-5970,Blow Molding,ISBM-007,M-SOP-017,2025-11-28,,,8.6,,38.2,43.2
WO-5971,Blow Molding,ISBM-007,M-SOP-017,2025-11-29,,,10.3,,45.1,54.0
WO-5972,Blow Molding,ISBM-007,M-SOP-017,2025-11-30,,,10.7,,44.7,41.2
WO-5973,Blow Molding,ISBM-007,M-SOP-015,2025-11-30,,,10.5,,42.6,42.7
WO-5974,Blow Molding,ISBM-007,M-SOP-020,2025-12-01,,,9.7,,45.2,44.1
WO-5975,Blow Molding,ISBM-007,M-SOP-020,2025-12-02,,,8.8,,40.9,42.3
WO-5976,Blow Molding,ISBM-007,M-SOP-020,2025-12-03,,,9.5,,44.7,48.3
WO-5977,Blow Molding,ISBM-007,M-SOP-015,2025-12-03,,,10.1,,41.3,50.5
WO-5978,Blow Molding,ISBM-007,M-SOP-015,2025-12-04,,,7.8,,42.5,48.3
WO-5979,  Blow Molding  ,ISBM-007,M-SOP-002,2025-12-05,,,7.9,,39.1,55.5
WO-5980,Blow Molding,ISBM-007,M-SOP-015,2025-12-05,,,9.4,,46.7,44.2
WO-5981,Blow Molding,ISBM-007,M-SOP-015,2025-12-06,,,9.1,,40.6,43.1
WO-5982,Blow Molding,ISBM-007,M-SOP-015,2025-12-07,,,10.2,,41.4,48.8
WO-5983,Blow Molding,ISBM-007,M-SOP-015,2025-12-07,,,9.7,,47.0,48.1
WO-5984,Blow Molding,ISBM-007,M-SOP-015,2025-12-08,,,10.2,,47.6,42.1
WO-5985,Blow Molding,ISBM-007,M-SOP-002,2025-12-09,,,7.8,,49.0,41.1
WO-5986,Blow Molding,ISBM-007,M-SOP-002,2025-12-09,,,9.3,,39.0,44.5
WO-5987,Blow Molding,ISBM-007,M-SOP-002,2025-12-10,,,7.6,,45.2,44.8
WO-5988,Blow Molding,ISBM-007,M-SOP-020,2025-12-11,,,10.2,,42.7,45.8
WO-5989,Blow Molding,ISBM-007,M-SOP-020,2025-12-12,,,7.7,,41.9,50.5
WO-5990,Blow Molding,ISBM-007,M-SOP-020,2025-12-12,,,9.2,,39.8,47.3
WO-5991,Blow Molding,ISBM-007,M-SOP-002,2025-12-13,,,9.7,,43.4,48.3
WO-5992,Blow Molding,ISBM-007,M-SOP-002,2025-12-13,,,8.4,,41.8,48.3
WO-5993,Blow Molding,ISBM-007,M-SOP-002,2025-12-14,,,8.7,,46.0,48.8
WO-5994,Blow Molding,ISBM-007,M-SOP-017,2025-12-15,,,8.3,,42.1,47.8
WO-5995,  Blow Molding  ,ISBM-007,M-SOP-015,2025-12-15,,,10.4,,42.0,47.3
WO-5996,Blow Molding,ISBM-007,M-SOP-002,2025-12-16,,,8.6,,44.5,47.3
WO-5997,Blow Molding,ISBM-007,M-SOP-017,2025-12-17,,,10.6,,40.6,46.5
WO-5998,  Blow Molding  ,ISBM-007,M-SOP-020,2025-12-17,,,10.2,,39.8,51.5
WO-5999,BLOW MOLDING,ISBM-007,M-SOP-020,2025-12-18,,,8.5,,41.8,44.7
WO-6000,Blow Molding,ISBM-007,M-SOP-020,2025-12-19,,,7.1,,42.7,49.5
WO-6001,Blow Molding,ISBM-007,M-SOP-002,2025-12-19,,,9.3,,44.7,48.4
WO-6002,Blow Molding,ISBM-007,M-SOP-002,2025-12-20,,,8.4,,37.2,44.0
WO-6003,BLOW MOLDING,ISBM-007,M-SOP-020,2025-12-21,,,8.8,,39.9,42.0
WO-6004,blow molding,ISBM-007,M-SOP-020,2025-12-21,,,10.8,,44.3,50.1
WO-6005,Blow Molding,ISBM-007,M-SOP-020,2025-12-22,,,9.2,,41.5,48.4
WO-6006,Blow Molding,ISBM-007,M-SOP-020,2025-12-23,,,10.2,,46.6,52.1
WO-6007,Blow Molding,ISBM-007,M-SOP-002,2025-12-24,,,9.2,,41.2,49.9
WO-6008,BLOW MOLDING,ISBM-007,M-SOP-017,2025-12-24,,,9.9,,41.9,51.7
WO-6009,Blow Molding,ISBM-007,M-SOP-017,2025-12-25,,,9.9,,37.8,52.1
WO-6010,Blow Molding,ISBM-007,M-SOP-015,2025-12-25,,,10.4,,36.8,47.9
WO-6011,Blow Molding,ISBM-007,M-SOP-015,2025-12-26,,,9.4,,43.7,46.0
WO-6012,Blow Molding,ISBM-007,M-SOP-015,2025-12-27,,,8.9,,45.8,42.3
WO-6013,Blow Molding,ISBM-007,M-SOP-020,2025-12-27,,,9.9,,41.2,50.5
WO-6014,Blow Molding,ISBM-007,M-SOP-002,2025-12-28,,,7.8,,44.7,44.0
WO-6015,Blow Molding,ISBM-007,M-SOP-002,2025-12-29,,,10.1,,43.0,43.9
WO-6016,Blow Molding,ISBM-007,M-SOP-002,2025-12-29,,,11.1,,40.7,56.4
WO-6017,Blow Molding,ISBM-007,M-SOP-002,2025-12-30,,,11.0,,40.2,41.0
WO-6018,Blow Molding,ISBM-007,M-SOP-002,2025-12-31,,,10.3,,40.2,52.0
WO-6019,Blow Molding,ISBM-007,M-SOP-017,2025-12-31,,,11.2,,45.2,45.1
WO-6020,Blow Molding,ISBM-007,M-SOP-020,2026-01-01,,,9.3,,41.7,55.6
WO-6021,Blow Molding,ISBM-007,M-SOP-015,2026-01-02,,,9.7,,43.1,47.1
WO-6022,Blow Molding,ISBM-007,M-SOP-015,2026-01-03,,,9.1,,44.3,53.1
WO-6023,blow molding,ISBM-007,M-SOP-017,2026-01-03,,,8.3,,40.9,45.9
WO-6024,Blow Molding,ISBM-007,M-SOP-017,2026-01-04,,,8.6,,40.4,48.8
WO-6025,Blow Molding,ISBM-007,M-SOP-017,2026-01-05,,,10.4,,41.2,48.5
WO-6026,BLOW MOLDING,ISBM-007,M-SOP-015,2026-01-05,,,11.3,,43.4,50.7
WO-6027,Blow Molding,ISBM-007,M-SOP-002,2026-01-06,,,10.1,,45.9,43.0
WO-6028,Blow Molding,ISBM-007,M-SOP-002,2026-01-07,,,10.1,,43.4,53.2
WO-6029,Blow Molding,ISBM-007,M-SOP-002,2026-01-07,,,8.1,,39.3,51.1
WO-6030,Blow Molding,ISBM-007,M-SOP-017,2026-01-08,,,8.7,,39.3,45.6
WO-6031,Blow Molding,ISBM-007,M-SOP-020,2026-01-08,,,9.2,,43.8,47.3
WO-6032,Blow Molding,ISBM-007,M-SOP-017,2026-01-09,,,10.4,,37.3,43.1
WO-6033,Blow Molding,ISBM-007,M-SOP-017,2026-01-10,,,10.4,,44.6,48.4
WO-6034,Blow Molding,ISBM-007,M-SOP-017,2026-01-11,,,9.4,,43.0,48.6
WO-6035,Blow Molding,ISBM-007,M-SOP-017,2026-01-11,,,7.8,,41.1,50.4
WO-6036,Blow Molding,ISBM-007,M-SOP-020,2026-01-12,,,6.7,,44.2,43.1
WO-6037,Blow Molding,ISBM-007,M-SOP-020,2026-01-13,,,10.3,,43.0,48.3
WO-6038,Blow Molding,ISBM-007,M-SOP-017,2026-01-14,,,9.5,,44.3,49.8
WO-6039,Blow Molding,ISBM-007,M-SOP-002,2026-01-14,,,10.9,,37.6,44.9
WO-6040,Blow Molding,ISBM-007,M-SOP-002,2026-01-15,,,7.4,,45.6,53.2
WO-6041,Blow Molding,ISBM-007,M-SOP-002,2026-01-16,,,9.7,,42.2,49.1
WO-6042,blow molding,ISBM-007,M-SOP-002,2026-01-16,,,9.3,,42.7,46.5
WO-6043,BLOW MOLDING,ISBM-007,M-SOP-002,2026-01-17,,,6.8,,40.1,48.7
WO-6044,Blow Molding,ISBM-007,M-SOP-002,2026-01-17,,,10.3,,41.3,50.6
WO-6045,Blow Molding,ISBM-007,M-SOP-017,2026-01-18,,,8.2,,39.1,46.9
WO-6046,Blow Molding,ISBM-007,M-SOP-017,2026-01-19,,,10.3,,41.7,47.5
WO-6047,Blow Molding,ISBM-007,M-SOP-020,2026-01-19,,,10.8,,38.1,46.7
WO-6048,Blow Molding,ISBM-007,M-SOP-020,2026-01-20,,,11.1,,43.1,53.3
WO-6049,Blow Molding,ISBM-007,M-SOP-020,2026-01-21,,,8.8,,44.0,51.3
WO-6050,Blow Molding,ISBM-007,M-SOP-020,2026-01-21,,,8.8,,44.8,50.7
WO-6051,Blow Molding,ISBM-007,M-SOP-015,2026-01-22,,,10.1,,42.3,46.9
WO-6052,Blow Molding,ISBM-007,M-SOP-017,2026-01-22,,,9.6,,45.2,47.5
WO-6053,Blow Molding,ISBM-007,M-SOP-017,2026-01-23,,,11.3,,41.3,44.8
WO-6054,Blow Molding,ISBM-007,M-SOP-017,2026-01-24,,,9.4,,41.5,56.2
WO-6055,Blow Molding,ISBM-007,M-SOP-017,2026-01-24,,,11.1,,44.2,45.8
WO-6056,Blow Molding,ISBM-007,M-SOP-017,2026-01-25,,,8.9,,36.9,45.4
WO-6057,Blow Molding,ISBM-007,M-SOP-017,2026-01-26,,,10.1,,43.0,55.5
WO-6058,Blow Molding,ISBM-007,M-SOP-015,2026-01-27,,,9.5,,45.7,40.8
WO-6059,blow molding,ISBM-007,M-SOP-015,2026-01-27,,,8.9,,42.9,44.2
WO-6060,BLOW MOLDING,ISBM-007,M-SOP-002,2026-01-28,,,8.9,,39.7,52.7
WO-6061,Blow Molding,ISBM-007,M-SOP-015,2026-01-28,,,8.8,,43.4,47.9
WO-6062,Blow Molding,ISBM-007,M-SOP-015,2026-01-29,,,9.4,,43.1,48.8
WO-6063,Blow Molding,ISBM-007,M-SOP-020,2026-01-30,,,10.0,,44.9,47.0
WO-6064,Blow Molding,ISBM-007,M-SOP-020,2026-01-31,,,11.5,,44.2,48.1
WO-6065,Blow Molding,ISBM-007,M-SOP-002,2026-01-31,,,10.8,,38.6,49.3
WO-6066,Blow Molding,ISBM-007,M-SOP-020,2026-02-01,,,9.2,,43.2,47.6
WO-6067,Blow Molding,ISBM-007,M-SOP-020,2026-02-02,,,8.5,,38.6,50.9
WO-6068,Blow Molding,ISBM-007,M-SOP-002,2026-02-02,,,10.1,,44.7,45.8
WO-6069,Blow Molding,ISBM-007,M-SOP-002,2026-02-03,,,8.6,,38.2,44.4
WO-6070,Blow Molding,ISBM-007,M-SOP-017,2026-02-04,,,9.2,,44.4,52.5
WO-6071,Blow Molding,ISBM-007,M-SOP-015,2026-02-05,,,11.9,,42.8,51.7
WO-6072,Blow Molding,ISBM-007,M-SOP-020,2026-02-05,,,8.7,,44.8,53.4
WO-6073,Blow Molding,ISBM-007,M-SOP-020,2026-02-06,,,10.5,,42.3,48.0
WO-6074,Blow Molding,ISBM-007,M-SOP-020,2026-02-07,,,8.5,,43.9,51.9
WO-6075,Blow Molding,ISBM-007,M-SOP-020,2026-02-08,,,8.3,,47.0,40.1
WO-6076,Blow Molding,ISBM-007,M-SOP-015,2026-02-08,,,10.9,,44.2,51.8
WO-6077,Blow Molding,ISBM-007,M-SOP-015,2026-02-09,,,6.3,,46.7,49.9
WO-6078,Blow Molding,ISBM-007,M-SOP-015,2026-02-10,,,9.2,,41.6,51.0
WO-6079,Blow Molding,ISBM-007,M-SOP-002,2026-02-11,,,10.7,,44.1,44.1
WO-6080,Blow Molding,ISBM-007,M-SOP-002,2026-02-11,,,7.9,,41.8,42.6
WO-6081,Blow Molding,ISBM-007,M-SOP-015,2026-02-12,,,9.0,,42.2,60.8
WO-6082,Blow Molding,ISBM-007,M-SOP-020,2026-02-13,,,9.6,,36.0,48.6
WO-6083,Blow Molding,ISBM-007,M-SOP-020,2026-02-14,,,8.9,,47.2,52.5
WO-6084,blow molding,ISBM-007,M-SOP-020,2026-02-14,,,9.3,,44.6,45.9
WO-6085,  Blow Molding  ,ISBM-007,M-SOP-020,2026-02-15,,,8.1,,40.4,52.5
WO-6086,Blow Molding,ISBM-007,M-SOP-015,2026-02-15,,,9.2,,43.0,50.6
WO-6087,Blow Molding,ISBM-007,M-SOP-002,2026-02-16,,,8.6,,42.0,50.9
WO-6088,Blow Molding,ISBM-007,M-SOP-002,2026-02-17,,,10.9,,39.5,65.6
WO-6089,Blow Molding,ISBM-007,M-SOP-020,2026-02-18,,,8.5,,44.8,42.3
WO-6090,blow molding,ISBM-007,M-SOP-020,2026-02-18,,,8.1,,48.8,40.9
WO-6091,Blow Molding,ISBM-007,M-SOP-002,2026-02-19,,,9.0,,37.2,50.0
WO-6092,Blow Molding,ISBM-007,M-SOP-002,2026-02-20,,,9.6,,41.7,49.0
WO-6093,Blow Molding,ISBM-007,M-SOP-002,2026-02-20,,,9.4,,37.5,47.9
WO-6094,Blow Molding,ISBM-007,M-SOP-017,2026-02-21,,,9.1,,48.3,46.1
WO-6095,Blow Molding,ISBM-007,M-SOP-017,2026-02-22,,,10.7,,42.9,45.6
WO-6096,Blow Molding,ISBM-007,M-SOP-017,2026-02-22,,,9.8,,47.9,50.3
WO-6097,Blow Molding,ISBM-007,M-SOP-017,2026-02-23,,,10.2,,34.3,44.6
WO-6098,Blow Molding,ISBM-007,M-SOP-002,2026-02-24,,,9.7,,41.1,46.8
WO-6099,Blow Molding,ISBM-007,M-SOP-002,2026-02-25,,,10.2,,43.2,45.0
WO-6100,Blow Molding,ISBM-007,M-SOP-017,2026-02-25,,,9.1,,39.2,51.1
