CAPAId,OpenDate,DueDate,CloseDate,Status,CAPAType,RelatedNCId,Area,Process,Severity,RootCauseCategory,Owner,EffectivenessCheck
CAPA-4544,2026-07-27,2026-09-23,2026-08-27,Closed,Preventive,NC-00872,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Pending
CAPA-4545,2026-08-03,2026-08-29,2026-09-18,Closed,Corrective,NC-00873,Production,Screen Printing,Major,Man (Operator),Ana Silva,Effective
CAPA-4546,2026-08-30,2026-10-05,,Overdue,Preventive,NC-00875,Production,Screen Printing,Major,Raw Material,Elena Santos,Effective
CAPA-4547,2026-09-14,2026-11-09,2026-10-05,Closed,Preventive,NC-00876,Production,Screen Printing,Major,Man (Operator),Carlos Mendes,Pending
CAPA-4548,2026-11-08,2026-12-29,2026-12-22,Closed,Corrective,NC-00880,Production,Screen Printing,Major,Method/Procedure,Patrícia Lima,Effective
CAPA-4549,2026-12-09,2027-01-06,2027-01-28,Closed,Preventive,NC-00881,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Pending
CAPA-4550,2025-07-08,2025-08-09,,Overdue,Preventive,NC-00882,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Effective
CAPA-4551,2025-07-29,2025-08-26,,Overdue,Preventive,NC-00884,Production,Screen Printing,Major,Man (Operator),Vitor Sousa,Pending
CAPA-4552,2025-08-22,2025-10-19,,Overdue,Corrective,NC-00886,Production,Screen Printing,Major,Raw Material,Elena Santos,Pending
CAPA-4553,2025-09-02,2025-09-22,2025-10-20,Closed,Corrective,NC-00887,Production,Screen Printing,Major,Raw Material,Elena Santos,Pending
CAPA-4554,2025-09-15,2025-10-09,2025-10-14,Closed,Preventive,NC-00888,Production,Screen Printing,Major,Man (Operator),Vitor Sousa,Not Effective
CAPA-4555,2025-10-04,2025-12-01,2025-11-15,Closed,Corrective,NC-00889,Production,Screen Printing,Major,Machine/Equipment,Sandra Reis,Effective
CAPA-4556,2025-10-15,2025-11-13,2025-12-06,Closed,Preventive,NC-00890,Production,Screen Printing,Major,Mold/Tooling,Vitor Sousa,Effective
CAPA-4557,2025-11-19,2025-12-18,2025-12-25,Closed,Corrective,NC-00892,Production,Screen Printing,Major,Mold/Tooling,Carlos Mendes,Effective
CAPA-4558,2025-12-03,2026-01-06,2026-01-21,Closed,Preventive,NC-00893,Production,Screen Printing,Major,Mold/Tooling,Carlos Mendes,Effective
CAPA-4559,2025-12-14,2026-01-04,2025-12-31,Closed,Preventive,NC-00894,Production,  Screen Printing  ,Major,Method/Procedure,Carlos Mendes,Effective
CAPA-4560,2025-12-30,2026-01-26,,Overdue,Corrective,NC-00896,Production,Screen Printing,Major,Man (Operator),Carlos Mendes,Effective
CAPA-4561,2026-01-01,2026-01-30,2026-02-17,Closed,Corrective,NC-00897,Production,Screen Printing,Major,Mold/Tooling,Ana Silva,Pending
CAPA-4562,2026-01-10,2026-03-10,,Overdue,Preventive,NC-00898,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Not Effective
CAPA-4563,2026-01-20,2026-02-19,2026-02-17,Closed,Preventive,NC-00899,Production,Screen Printing,Major,Raw Material,Ana Silva,Not Effective
CAPA-4564,2026-02-02,2026-02-26,2026-02-13,Closed,Corrective,NC-00900,Production,Screen Printing,Major,Mold/Tooling,Vitor Sousa,Not Effective
CAPA-4565,2026-02-06,2026-03-11,2026-03-29,Closed,Preventive,NC-00901,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Not Effective
CAPA-4566,2026-02-19,2026-04-01,2026-03-13,Closed,Preventive,NC-00903,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Pending
CAPA-4567,2026-03-12,2026-04-03,2026-03-26,Closed,Corrective,NC-00905,Production,Screen Printing,Major,Method/Procedure,Patrícia Lima,Not Effective
CAPA-4568,2026-04-03,2026-06-01,2026-04-18,Closed,Corrective,NC-00906,Production,Screen Printing,Major,Machine/Equipment,Ana Silva,Effective
CAPA-4569,2026-04-10,2026-05-23,2026-05-15,Closed,Corrective,NC-00907,Production,Screen Printing,Major,Mold/Tooling,Elena Santos,Pending
CAPA-4570,2026-04-21,2026-05-16,2026-05-07,Closed,Preventive,NC-00908,Production,Screen Printing,Major,Man (Operator),Elena Santos,Not Effective
CAPA-4571,2026-05-04,2026-05-31,2026-05-31,Closed,Corrective,NC-00909,Production,Screen Printing,Major,Raw Material,Vitor Sousa,Not Effective
CAPA-4572,2026-05-20,2026-07-10,2026-06-12,Closed,Corrective,NC-00912,Production,Screen Printing,Major,Machine/Equipment,Sandra Reis,Pending
CAPA-4573,2026-05-29,2026-07-26,2026-07-14,Closed,Corrective,NC-00913,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Pending
CAPA-4574,2026-05-30,2026-07-23,2026-06-30,Closed,Preventive,NC-00914,Production,Screen Printing,Major,Man (Operator),Vitor Sousa,Not Effective
CAPA-4575,2026-06-20,2026-08-08,2026-08-06,Closed,Corrective,NC-00921,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Effective
CAPA-4576,2026-06-25,2026-08-02,2026-08-09,Closed,Preventive,NC-00922,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Effective
CAPA-4577,2026-07-11,2026-08-29,2026-08-06,Closed,Corrective,NC-00924,Production,Screen Printing,Major,Man (Operator),Carlos Mendes,Pending
CAPA-4578,2026-07-26,2026-09-22,2026-08-25,Closed,Preventive,NC-00926,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Not Effective
CAPA-4579,2026-07-28,2026-09-06,2026-08-08,Closed,Preventive,NC-00927,Production,Screen Printing,Major,Mold/Tooling,Patrícia Lima,Pending
CAPA-4580,2026-08-27,2026-10-11,,Overdue,Corrective,NC-00930,Production,Screen Printing,Major,Method/Procedure,Carlos Mendes,Effective
CAPA-4581,2026-09-01,2026-09-30,2026-09-26,Closed,Corrective,NC-00931,Production,Screen Printing,Major,Man (Operator),Patrícia Lima,Effective
CAPA-4582,2026-10-24,2026-12-08,,Overdue,Corrective,NC-00935,Production,Screen Printing,Major,Mold/Tooling,Vitor Sousa,Not Effective
CAPA-4583,2026-10-31,2026-12-24,,Overdue,Corrective,NC-00936,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Effective
CAPA-4584,2026-11-01,2026-12-05,,Overdue,Corrective,NC-00937,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Pending
CAPA-4585,2026-11-06,2026-12-19,,Overdue,Preventive,NC-00938,Production,screen printing,Major,Raw Material,Sandra Reis,Effective
CAPA-4586,2026-11-08,2026-12-10,2026-11-23,Closed,Corrective,NC-00939,Production,Screen Printing,Major,Raw Material,Elena Santos,Not Effective
CAPA-4587,2026-11-14,2027-01-10,2026-11-28,Closed,Corrective,NC-00940,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Effective
CAPA-4588,2026-11-18,2027-01-14,,Open,Preventive,NC-00941,Production,Screen Printing,Major,Mold/Tooling,Vitor Sousa,Pending
CAPA-4589,2026-12-24,2027-01-13,,Open,Corrective,NC-00944,Production,Screen Printing,Major,Method/Procedure,Vitor Sousa,Effective
CAPA-4590,2026-06-16,2026-08-12,2026-07-02,Closed,Corrective,NC-00945,Production,Screen Printing,Major,Man (Operator),Patrícia Lima,Not Effective
CAPA-4591,2026-12-30,2027-01-25,2027-01-28,Closed,Preventive,NC-00946,Production,Screen Printing,Major,Man (Operator),Elena Santos,Effective
CAPA-4592,2025-08-10,2025-09-06,2025-09-14,Closed,Corrective,NC-00947,Production,Screen Printing,Major,Method/Procedure,Patrícia Lima,Not Effective
CAPA-4593,2025-08-10,2025-09-04,2025-08-19,Closed,Corrective,NC-00948,Production,Screen Printing,Major,Man (Operator),Patrícia Lima,Not Effective
CAPA-4594,2025-08-25,2025-10-20,2025-10-05,Closed,Preventive,NC-00949,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Not Effective
CAPA-4595,2025-09-07,2025-10-04,2025-09-27,Closed,Preventive,NC-00950,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Pending
CAPA-4596,2025-09-18,2025-11-03,2025-11-02,Closed,Corrective,NC-00952,Production,Screen Printing,Major,Mold/Tooling,Vitor Sousa,Effective
CAPA-4597,2025-09-26,2025-11-20,2025-10-13,Closed,Preventive,NC-00953,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Effective
CAPA-4598,2025-09-30,2025-11-20,2025-11-03,Closed,Preventive,NC-00954,Production,Screen Printing,Major,Raw Material,Sandra Reis,Not Effective
CAPA-4599,2025-10-03,2025-11-29,,Overdue,Preventive,NC-00955,Production,Screen Printing,Major,Raw Material,Patrícia Lima,Effective
CAPA-4600,2025-11-06,2026-01-03,2025-12-24,Closed,Corrective,NC-00958,Production,  Screen Printing  ,Major,Man (Operator),Sandra Reis,Pending
CAPA-4601,2025-11-20,2025-12-28,2025-11-30,Closed,Preventive,NC-00959,Production,SCREEN PRINTING,Major,Man (Operator),Elena Santos,Not Effective
CAPA-4602,2025-11-19,2026-01-03,2025-11-28,Closed,Corrective,NC-00960,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Pending
CAPA-4603,2025-12-05,2025-12-25,,Overdue,Preventive,NC-00962,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Not Effective
CAPA-4604,2025-12-29,2026-02-26,2026-02-10,Closed,Preventive,NC-00963,Production,  Screen Printing  ,Major,Method/Procedure,Vitor Sousa,Not Effective
CAPA-4605,2026-02-20,2026-03-23,2026-03-01,Closed,Preventive,NC-00966,Production,Screen Printing,Major,Mold/Tooling,Elena Santos,Effective
CAPA-4606,2026-03-30,2026-05-14,2026-05-02,Closed,Preventive,NC-00967,Production,Screen Printing,Major,Raw Material,Elena Santos,Effective
CAPA-4607,2026-04-07,2026-05-13,2026-04-25,Closed,Preventive,NC-00968,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Pending
CAPA-4608,2026-04-27,2026-05-27,2026-05-08,Closed,Corrective,NC-00969,Production,Screen Printing,Major,Raw Material,Elena Santos,Pending
CAPA-4609,2026-05-01,2026-06-18,,Overdue,Preventive,NC-00970,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Effective
CAPA-4610,2026-06-05,2026-07-17,2026-07-20,Closed,Preventive,NC-00971,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Effective
CAPA-4611,2026-07-21,2026-09-09,2026-09-11,Closed,Preventive,NC-00972,Production,Screen Printing,Major,Mold/Tooling,Ana Silva,Effective
CAPA-4612,2026-09-24,2026-10-15,,Overdue,Preventive,NC-00977,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Pending
CAPA-4613,2026-09-30,2026-11-15,2026-11-20,Closed,Corrective,NC-00978,Production,Screen Printing,Major,Method/Procedure,Carlos Mendes,Effective
CAPA-4614,2026-10-08,2026-11-10,2026-11-18,Closed,Corrective,NC-00979,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Pending
CAPA-4615,2026-10-20,2026-11-27,2026-11-23,Closed,Preventive,NC-00980,Production,  Screen Printing  ,Major,Machine/Equipment,Vitor Sousa,Pending
CAPA-4616,2026-11-03,2026-12-18,2026-11-20,Closed,Preventive,NC-00981,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Pending
CAPA-4617,2026-11-22,2027-01-15,2027-01-04,Closed,Preventive,NC-00982,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Effective
CAPA-4618,2026-12-06,2027-01-21,2027-01-02,Closed,Preventive,NC-00983,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Not Effective
CAPA-4619,2025-07-21,2025-09-01,2025-08-19,Closed,Corrective,NC-00984,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Effective
CAPA-4620,2025-10-16,2025-12-01,2025-12-07,Closed,Corrective,NC-00986,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Pending
CAPA-4621,2025-10-18,2025-12-04,2025-11-08,Closed,Corrective,NC-00987,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Effective
CAPA-4622,2025-11-18,2026-01-01,2025-12-06,Closed,Preventive,NC-00989,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Not Effective
CAPA-4623,2025-11-25,2025-12-23,2025-12-07,Closed,Preventive,NC-00990,Production,Screen Printing,Major,Raw Material,Ana Silva,Effective
CAPA-4624,2025-12-07,2026-01-30,,Overdue,Preventive,NC-00991,Production,Screen Printing,Major,Mold/Tooling,Ana Silva,Not Effective
CAPA-4625,2026-01-29,2026-02-28,2026-03-02,Closed,Corrective,NC-00992,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Not Effective
CAPA-4626,2026-02-09,2026-04-04,2026-03-24,Closed,Preventive,NC-00993,Production,Screen Printing,Major,Raw Material,Vitor Sousa,Effective
CAPA-4627,2026-02-15,2026-04-05,2026-04-02,Closed,Preventive,NC-00994,Production,Screen Printing,Major,Machine/Equipment,Ana Silva,Not Effective
CAPA-4628,2026-03-01,2026-03-22,2026-03-16,Closed,Preventive,NC-00995,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Pending
CAPA-4629,2026-09-05,2026-09-26,2026-09-23,Closed,Preventive,NC-00997,Production,Screen Printing,Major,Raw Material,Carlos Mendes,Pending
CAPA-4630,2026-12-14,2027-01-23,2027-01-09,Closed,Preventive,NC-01000,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Not Effective
CAPA-4631,2026-12-13,2027-01-09,2027-01-08,Closed,Corrective,NC-01001,Production,Screen Printing,Major,Machine/Equipment,Sandra Reis,Effective
CAPA-4632,2025-07-08,2025-08-12,2025-07-29,Closed,Corrective,NC-01002,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Effective
CAPA-4633,2025-07-11,2025-08-08,2025-07-25,Closed,Corrective,NC-01003,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Pending
CAPA-4634,2025-08-07,2025-09-12,2025-09-15,Closed,Preventive,NC-01005,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Pending
CAPA-4635,2025-09-19,2025-11-06,,Overdue,Corrective,NC-01006,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Not Effective
CAPA-4636,2025-09-23,2025-11-10,2025-10-24,Closed,Preventive,NC-01007,Production,Screen Printing,Major,Man (Operator),Patrícia Lima,Pending
CAPA-4637,2025-10-09,2025-11-14,2025-11-01,Closed,Corrective,NC-01008,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Effective
CAPA-4638,2025-11-12,2025-12-16,,Overdue,Corrective,NC-01009,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Effective
CAPA-4639,2025-11-12,2025-12-24,2025-12-02,Closed,Preventive,NC-01010,Production,Screen Printing,Major,Raw Material,Sandra Reis,Not Effective
CAPA-4640,2026-05-16,2026-07-11,2026-06-26,Closed,Corrective,NC-01011,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Effective
CAPA-4641,2026-07-18,2026-08-11,2026-08-10,Closed,Preventive,NC-01013,Production,Screen Printing,Major,Mold/Tooling,Elena Santos,Not Effective
CAPA-4642,2026-07-28,2026-09-22,2026-09-04,Closed,Preventive,NC-01014,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Pending
CAPA-4643,2026-08-22,2026-09-28,2026-10-07,Closed,Preventive,NC-01015,Production,Screen Printing,Major,Raw Material,Elena Santos,Effective
CAPA-4644,2026-09-13,2026-10-18,,Overdue,Preventive,NC-01016,Production,screen printing,Major,Mold/Tooling,Patrícia Lima,Pending
CAPA-4645,2026-09-28,2026-11-02,2026-11-13,Closed,Corrective,NC-01018,Production,Screen Printing,Major,Raw Material,Carlos Mendes,Pending
CAPA-4646,2026-09-29,2026-11-18,2026-11-16,Closed,Corrective,NC-01019,Production,Screen Printing,Major,Man (Operator),Sandra Reis,Not Effective
CAPA-4647,2026-10-08,2026-11-18,2026-10-23,Closed,Preventive,NC-01020,Production,Screen Printing,Major,Man (Operator),Elena Santos,Pending
CAPA-4648,2026-10-16,2026-11-24,,Overdue,Preventive,NC-01021,Production,Screen Printing,Major,Machine/Equipment,Ana Silva,Effective
CAPA-4649,2026-12-03,2027-01-04,2026-12-20,Closed,Preventive,NC-01023,Production,  Screen Printing  ,Minor,Raw Material,Carlos Mendes,Not Effective
CAPA-4650,2025-07-24,2025-08-13,2025-08-10,Closed,Preventive,NC-01025,Production,SCREEN PRINTING,Major,Man (Operator),Patrícia Lima,Not Effective
CAPA-4651,2025-09-27,2025-10-26,2025-11-19,Closed,Corrective,NC-01026,Production,Screen Printing,Major,Man (Operator),Elena Santos,Effective
CAPA-4652,2025-11-07,2025-11-30,,Overdue,Preventive,NC-01027,Production,Screen Printing,Major,Man (Operator),Elena Santos,Effective
CAPA-4653,2026-03-03,2026-04-11,,Overdue,Corrective,NC-01029,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Effective
CAPA-4654,2026-04-22,2026-05-31,,Overdue,Preventive,NC-01032,Production,Screen Printing,Major,Machine/Equipment,Sandra Reis,Pending
CAPA-4655,2026-05-15,2026-06-06,2026-06-01,Closed,Preventive,NC-01033,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Not Effective
CAPA-4656,2026-06-30,2026-08-24,,Overdue,Preventive,NC-01035,Production,Screen Printing,Major,Man (Operator),Vitor Sousa,Pending
CAPA-4657,2026-08-03,2026-08-23,2026-09-09,Closed,Corrective,NC-01037,Production,Screen Printing,Major,Raw Material,Carlos Mendes,Effective
CAPA-4658,2026-08-05,2026-09-20,2026-08-26,Closed,Corrective,NC-01038,Production,Screen Printing,Major,Raw Material,Patrícia Lima,Effective
CAPA-4659,2026-08-26,2026-10-11,2026-10-05,Closed,Corrective,NC-01039,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Effective
CAPA-4660,2026-11-22,2027-01-11,2026-12-16,Closed,Preventive,NC-01040,Production,Screen Printing,Major,Machine/Equipment,Sandra Reis,Not Effective
CAPA-4661,2026-12-05,2027-01-31,2027-01-07,Closed,Preventive,NC-01041,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Not Effective
CAPA-4662,2025-07-04,2025-08-15,2025-08-21,Closed,Corrective,NC-01043,Production,Screen Printing,Major,Method/Procedure,Patrícia Lima,Effective
CAPA-4663,2025-07-10,2025-08-11,2025-07-29,Closed,Preventive,NC-01044,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Not Effective
CAPA-4664,2025-07-29,2025-08-26,2025-08-18,Closed,Corrective,NC-01045,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Pending
CAPA-4665,2025-08-04,2025-09-04,2025-08-20,Closed,Corrective,NC-01046,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Not Effective
CAPA-4666,2025-08-06,2025-10-02,2025-08-20,Closed,Preventive,NC-01047,Production,Screen Printing,Major,Method/Procedure,Vitor Sousa,Effective
CAPA-4667,2025-08-09,2025-09-28,2025-08-28,Closed,Preventive,NC-01048,Production,Screen Printing,Major,Raw Material,Ana Silva,Not Effective
CAPA-4668,2025-08-23,2025-10-11,2025-09-04,Closed,Corrective,NC-01049,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Pending
CAPA-4669,2025-08-26,2025-09-28,2025-09-08,Closed,Preventive,NC-01050,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Effective
CAPA-4670,2025-08-28,2025-09-19,2025-09-30,Closed,Preventive,NC-01051,Production,Screen Printing,Major,Mold/Tooling,Patrícia Lima,Not Effective
CAPA-4671,2025-09-07,2025-11-05,2025-09-16,Closed,Preventive,NC-01052,Production,Screen Printing,Major,Method/Procedure,Sandra Reis,Not Effective
CAPA-4672,2025-10-12,2025-11-22,2025-11-19,Closed,Corrective,NC-01054,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Pending
CAPA-4673,2025-10-16,2025-11-17,2025-11-18,Closed,Preventive,NC-01055,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Not Effective
CAPA-4674,2025-11-03,2025-12-19,,Overdue,Corrective,NC-01057,Production,Screen Printing,Major,Man (Operator),Carlos Mendes,Effective
CAPA-4675,2025-11-12,2025-12-27,,Overdue,Preventive,NC-01059,Production,Screen Printing,Major,Mold/Tooling,Patrícia Lima,Pending
CAPA-4676,2025-11-13,2026-01-05,,Overdue,Preventive,NC-01060,Production,Screen Printing,Major,Raw Material,Elena Santos,Not Effective
CAPA-4677,2025-11-17,2025-12-23,2025-12-13,Closed,Corrective,NC-01061,Production,Screen Printing,Major,Raw Material,Ana Silva,Not Effective
CAPA-4678,2025-11-22,2025-12-18,2025-12-01,Closed,Preventive,NC-01062,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Pending
CAPA-4679,2025-12-10,2026-01-03,,Overdue,Corrective,NC-01064,Production,Screen Printing,Major,Man (Operator),Ana Silva,Not Effective
CAPA-4680,2025-12-18,2026-01-13,2026-01-21,Closed,Corrective,NC-01065,Production,Screen Printing,Major,Raw Material,Elena Santos,Effective
CAPA-4681,2026-01-02,2026-02-11,2026-02-02,Closed,Corrective,NC-01066,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Not Effective
CAPA-4682,2026-01-16,2026-03-08,2026-02-08,Closed,Corrective,NC-01067,Production,Screen Printing,Major,Man (Operator),Vitor Sousa,Effective
CAPA-4683,2026-02-03,2026-03-26,2026-02-22,Closed,Corrective,NC-01069,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Not Effective
CAPA-4684,2026-02-22,2026-04-17,2026-03-17,Closed,Corrective,NC-01071,Production,Screen Printing,Major,Mold/Tooling,Carlos Mendes,Effective
CAPA-4685,2026-02-26,2026-04-14,,Overdue,Corrective,NC-01072,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Not Effective
CAPA-4686,2026-03-10,2026-04-11,2026-03-30,Closed,Preventive,NC-01073,Production,Screen Printing,Major,Raw Material,Ana Silva,Not Effective
CAPA-4687,2026-03-17,2026-04-18,2026-05-01,Closed,Preventive,NC-01074,Production,Screen Printing,Major,Raw Material,Sandra Reis,Pending
CAPA-4688,2026-03-20,2026-04-22,2026-04-04,Closed,Preventive,NC-01075,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Pending
CAPA-4689,2026-03-19,2026-05-06,2026-04-24,Closed,Preventive,NC-01076,Production,Screen Printing,Major,Raw Material,Carlos Mendes,Effective
CAPA-4690,2026-03-24,2026-05-19,2026-04-09,Closed,Preventive,NC-01077,Production,Screen Printing,Major,Mold/Tooling,Ana Silva,Pending
CAPA-4691,2026-04-21,2026-06-16,,Overdue,Preventive,NC-01078,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Not Effective
CAPA-4692,2026-04-30,2026-05-25,2026-05-24,Closed,Preventive,NC-01079,Production,Screen Printing,Major,Raw Material,Ana Silva,Effective
CAPA-4693,2026-05-18,2026-06-28,2026-07-08,Closed,Corrective,NC-01080,Production,Screen Printing,Major,Raw Material,Vitor Sousa,Effective
CAPA-4694,2026-07-01,2026-08-24,,Overdue,Corrective,NC-01081,Production,Screen Printing,Major,Machine/Equipment,Sandra Reis,Not Effective
CAPA-4695,2026-08-17,2026-10-15,2026-09-07,Closed,Preventive,NC-01084,Production,Screen Printing,Major,Machine/Equipment,Carlos Mendes,Not Effective
CAPA-4696,2026-08-22,2026-10-04,2026-09-09,Closed,Preventive,NC-01085,Production,Screen Printing,Major,Raw Material,Sandra Reis,Not Effective
CAPA-4697,2026-10-03,2026-10-27,,Overdue,Preventive,NC-01088,Production,Screen Printing,Major,Machine/Equipment,Vitor Sousa,Not Effective
CAPA-4698,2026-10-09,2026-12-01,2026-11-24,Closed,Corrective,NC-01089,Production,Screen Printing,Major,Man (Operator),Ana Silva,Effective
CAPA-4699,2026-11-01,2026-12-23,2026-12-16,Closed,Preventive,NC-01093,Production,Screen Printing,Major,Raw Material,Patrícia Lima,Effective
CAPA-4700,2026-12-07,2027-01-21,2027-01-10,Closed,Corrective,NC-01095,Production,Screen Printing,Major,Mold/Tooling,Ana Silva,Effective
CAPA-4701,2026-12-28,2027-02-07,2027-02-19,Closed,Corrective,NC-01098,Production,Screen Printing,Major,Method/Procedure,Elena Santos,Not Effective
CAPA-4702,2026-12-30,2027-02-04,2027-02-13,Closed,Corrective,NC-01099,Production,Screen Printing,Major,Man (Operator),Sandra Reis,Effective
CAPA-4703,2027-01-03,2027-02-27,2027-01-28,Closed,Corrective,NC-01100,Production,Screen Printing,Major,Man (Operator),Sandra Reis,Pending
CAPA-4704,2025-07-21,2025-09-07,2025-08-22,Closed,Corrective,NC-01101,Production,Screen Printing,Major,Raw Material,Vitor Sousa,Pending
CAPA-4705,2025-09-10,2025-11-01,2025-10-20,Closed,Preventive,NC-01102,Production,Screen Printing,Major,Man (Operator),Sandra Reis,Not Effective
CAPA-4706,2025-11-16,2025-12-25,,Overdue,Corrective,NC-01103,Production,Screen Printing,Major,Raw Material,Elena Santos,Effective
CAPA-4707,2026-01-24,2026-02-19,,Overdue,Preventive,NC-01104,Production,screen printing,Major,Mold/Tooling,Patrícia Lima,Effective
CAPA-4708,2026-01-28,2026-03-17,2026-02-26,Closed,Preventive,NC-01105,Production,Screen Printing,Major,Raw Material,Elena Santos,Not Effective
CAPA-4709,2026-09-10,2026-10-28,2026-09-30,Closed,Preventive,NC-01106,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Not Effective
CAPA-4710,2026-11-16,2026-12-06,,Overdue,Corrective,NC-01108,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Effective
CAPA-4711,2026-12-01,2027-01-26,2026-12-15,Closed,Preventive,NC-01109,Production,Screen Printing,Major,Method/Procedure,Patrícia Lima,Not Effective
CAPA-4712,2026-12-23,2027-01-23,2027-02-04,Closed,Preventive,NC-01110,Production,Screen Printing,Major,Man (Operator),Sandra Reis,Not Effective
CAPA-4713,2025-08-07,2025-09-24,2025-09-20,Closed,Preventive,NC-01111,Production,Screen Printing,Major,Raw Material,Elena Santos,Pending
CAPA-4714,2025-08-28,2025-09-27,2025-10-17,Closed,Corrective,NC-01112,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Effective
CAPA-4715,2025-11-23,2025-12-20,2025-12-16,Closed,Corrective,NC-01113,Production,Screen Printing,Major,Man (Operator),Elena Santos,Effective
CAPA-4716,2026-07-31,2026-09-19,,Overdue,Corrective,NC-01114,Production,Screen Printing,Major,Machine/Equipment,Sandra Reis,Pending
CAPA-4717,2025-07-22,2025-08-24,,Overdue,Preventive,NC-01115,Production,Screen Printing,Major,Machine/Equipment,Patrícia Lima,Not Effective
CAPA-4718,2025-09-25,2025-10-17,,Overdue,Corrective,NC-01116,Production,Screen Printing,Major,Method/Procedure,Patrícia Lima,Pending
CAPA-4719,2025-09-24,2025-10-30,,Overdue,Corrective,NC-01117,Production,Screen Printing,Major,Machine/Equipment,Elena Santos,Pending
CAPA-4720,2025-10-15,2025-11-05,,Overdue,Preventive,NC-01118,Production,Screen Printing,Major,Mold/Tooling,Vitor Sousa,Pending
CAPA-4721,2025-11-07,2026-01-02,,Overdue,Corrective,NC-01119,Production,Screen Printing,Major,Method/Procedure,Ana Silva,Not Effective
CAPA-4722,2026-07-04,2026-09-01,2026-08-12,Closed,Preventive,NC-01121,Production,Screen Printing,Major,Mold/Tooling,Sandra Reis,Pending
CAPA-4723,2026-09-12,2026-10-17,2026-10-30,Closed,Corrective,NC-01122,Production,Screen Printing,Major,Man (Operator),Vitor Sousa,Effective
CAPA-4724,2026-09-20,2026-10-15,,Overdue,Preventive,NC-01123,Production,Screen Printing,Major,Method/Procedure,Vitor Sousa,Pending
